period,grid,group,level,model,n,n_days,brier,brier_lo,brier_hi,log_loss,ll_lo,ll_hi,d_ll_vs_base,d_ll_lo,d_ll_hi,d_brier_vs_base,d_brier_lo,d_brier_hi,citl,base
validation,z,trend,chop(<0.5sd),G-seas-1d,977625,366,0.079732,0.078598,0.080902,0.26847,0.26471,0.27228,0.0081366,0.0062459,0.010251,0.0021098,0.0017235,0.0025393,0.0016862,G-raw-2h
validation,z,trend,mid,G-seas-1d,700775,366,0.084649,0.083148,0.086203,0.28527,0.27968,0.2914,0.001984,-0.00027668,0.0046178,0.00026789,-3.2061e-05,0.00059355,-0.0025336,G-raw-2h
validation,z,trend,trend(>1.5sd),G-seas-1d,207550,257,0.083492,0.08044,0.086652,0.29134,0.27804,0.30555,0.010603,0.0052227,0.017084,-0.00030225,-0.00068968,0.00015326,0.0068706,G-raw-2h
validation,z,trend,chop(<0.5sd),G-blend-raw,977625,366,0.07675,0.07553,0.078039,0.25562,0.25143,0.25987,-0.0047122,-0.0057532,-0.0037236,-0.00087227,-0.0010113,-0.00073736,0.0016862,G-raw-2h
validation,z,trend,mid,G-blend-raw,700775,366,0.08322,0.081731,0.084825,0.2756,0.27042,0.28131,-0.0076831,-0.0089718,-0.0063885,-0.0011606,-0.0013239,-0.00099742,-0.0025336,G-raw-2h
validation,z,trend,trend(>1.5sd),G-blend-raw,207550,257,0.083154,0.080209,0.086181,0.27546,0.26595,0.28585,-0.0052687,-0.0079351,-0.0025849,-0.00064029,-0.00093944,-0.00032056,0.0068706,G-raw-2h
validation,z,trend,chop(<0.5sd),G-blend,977625,366,0.076494,0.075263,0.077786,0.25408,0.24991,0.25823,-0.0062493,-0.0074882,-0.0050866,-0.0011281,-0.0012911,-0.00096212,0.0016862,G-raw-2h
validation,z,trend,mid,G-blend,700775,366,0.082788,0.081309,0.084407,0.27379,0.26862,0.27959,-0.0094956,-0.010967,-0.007895,-0.0015928,-0.0017677,-0.0014138,-0.0025336,G-raw-2h
validation,z,trend,trend(>1.5sd),G-blend,207550,257,0.08249,0.079525,0.085565,0.27389,0.26386,0.28531,-0.0068397,-0.0097175,-0.0036208,-0.0013037,-0.0015878,-0.00099889,0.0068706,G-raw-2h
validation,z,trend,chop(<0.5sd),T-raw-2h,977625,366,0.076252,0.074891,0.077671,0.25437,0.24999,0.25897,-0.0059637,-0.0064535,-0.0054609,-0.0013701,-0.0015086,-0.0012332,0.0016862,G-raw-2h
validation,z,trend,mid,T-raw-2h,700775,366,0.083684,0.08202,0.085424,0.2791,0.27334,0.28514,-0.0041854,-0.0048887,-0.003588,-0.00069659,-0.00085186,-0.00054991,-0.0025336,G-raw-2h
validation,z,trend,trend(>1.5sd),T-raw-2h,207550,257,0.083144,0.079996,0.086469,0.27695,0.26666,0.28799,-0.0037853,-0.0050634,-0.0025481,-0.00064972,-0.00095935,-0.00032616,0.0068706,G-raw-2h
validation,z,trend,chop(<0.5sd),T-blend,977625,366,0.075605,0.074273,0.07699,0.24997,0.24563,0.25433,-0.010356,-0.011345,-0.0093856,-0.0020169,-0.0021778,-0.0018529,0.0016862,G-raw-2h
validation,z,trend,mid,T-blend,700775,366,0.082435,0.080828,0.084143,0.27093,0.26564,0.27666,-0.012355,-0.013615,-0.011039,-0.0019461,-0.0021356,-0.0017513,-0.0025336,G-raw-2h
validation,z,trend,trend(>1.5sd),T-blend,207550,257,0.082278,0.079155,0.085499,0.27109,0.26088,0.28214,-0.0096448,-0.011845,-0.0073742,-0.0015154,-0.0018665,-0.0011416,0.0068706,G-raw-2h
validation,z,trend,chop(<0.5sd),MIX-blend,977625,366,0.075643,0.074319,0.07702,0.25038,0.24615,0.25469,-0.009946,-0.010944,-0.0089888,-0.0019785,-0.0021401,-0.0018229,0.0016862,G-raw-2h
validation,z,trend,mid,MIX-blend,700775,366,0.082432,0.080834,0.084131,0.27092,0.26578,0.27656,-0.012362,-0.013676,-0.011016,-0.0019494,-0.0021367,-0.0017604,-0.0025336,G-raw-2h
validation,z,trend,trend(>1.5sd),MIX-blend,207550,257,0.08226,0.079153,0.085459,0.27092,0.26097,0.28163,-0.0098113,-0.012058,-0.0075235,-0.001534,-0.0018818,-0.0011662,0.0068706,G-raw-2h
validation,z,trend,chop(<0.5sd),EMP-blend,977625,366,0.075606,0.074285,0.076991,0.24995,0.2456,0.25427,-0.010384,-0.011387,-0.009432,-0.0020164,-0.0021788,-0.0018598,-0.00026188,G-raw-2h
validation,z,trend,mid,EMP-blend,700775,366,0.08245,0.080849,0.084158,0.271,0.26574,0.2768,-0.012283,-0.01355,-0.010984,-0.0019314,-0.002123,-0.0017333,-0.0045147,G-raw-2h
validation,z,trend,trend(>1.5sd),EMP-blend,207550,257,0.082238,0.079121,0.085461,0.27103,0.26081,0.28213,-0.0096987,-0.011898,-0.0073661,-0.001556,-0.0019167,-0.0011763,0.0049293,G-raw-2h
validation,z,weekend,weekday,G-raw-10m,1368225,262,0.080915,0.079838,0.082011,0.27224,0.26781,0.27648,-0.003089,-0.0044676,-0.0016211,-0.0011522,-0.0012951,-0.00099204,0.0011332,G-raw-2h
validation,z,weekend,weekend,G-raw-10m,517725,104,0.076268,0.073929,0.078683,0.25664,0.24846,0.26524,-0.0032907,-0.005362,-0.0011856,-0.001229,-0.0014858,-0.00097102,-0.00048578,G-raw-2h
validation,z,weekend,weekday,G-raw-30m,1368225,262,0.081075,0.079996,0.082132,0.27071,0.26677,0.27454,-0.0046179,-0.005514,-0.0036289,-0.0009921,-0.0010943,-0.00088162,0.0011332,G-raw-2h
validation,z,weekend,weekend,G-raw-30m,517725,104,0.076435,0.074122,0.078807,0.25489,0.24726,0.26282,-0.0050433,-0.0064065,-0.0035156,-0.0010617,-0.0012696,-0.00084458,-0.00048578,G-raw-2h
validation,z,weekend,weekday,G-raw-2h,1368225,262,0.082067,0.08101,0.083099,0.27533,0.27156,0.279,0,0,0,0,0,0,0.0011332,G-raw-2h
validation,z,weekend,weekend,G-raw-2h,517725,104,0.077497,0.075234,0.079819,0.25993,0.25261,0.26755,0,0,0,0,0,0,-0.00048578,G-raw-2h
validation,z,weekend,weekday,G-raw-6h,1368225,262,0.083076,0.082029,0.084065,0.28109,0.27731,0.28473,0.0057537,0.0049486,0.006592,0.0010088,0.00088002,0.0011345,0.0011332,G-raw-2h
validation,z,weekend,weekend,G-raw-6h,517725,104,0.080769,0.078817,0.082782,0.27565,0.26927,0.28242,0.015717,0.012869,0.018886,0.0032728,0.0026575,0.0039843,-0.00048578,G-raw-2h
validation,z,weekend,weekday,G-raw-1d,1368225,262,0.083597,0.082548,0.084603,0.28551,0.28147,0.28964,0.010176,0.0086834,0.011749,0.0015299,0.0013103,0.0017585,0.0011332,G-raw-2h
validation,z,weekend,weekend,G-raw-1d,517725,104,0.088797,0.086847,0.091016,0.30578,0.29931,0.31269,0.045841,0.039372,0.052861,0.011301,0.0096402,0.013046,-0.00048578,G-raw-2h
validation,z,weekend,weekday,G-seas-10m,1368225,262,0.080828,0.079768,0.081914,0.27175,0.26733,0.27603,-0.00358,-0.0050609,-0.0019435,-0.0012397,-0.001389,-0.0010671,0.0011332,G-raw-2h
validation,z,weekend,weekend,G-seas-10m,517725,104,0.076273,0.073946,0.0787,0.25692,0.24866,0.26556,-0.0030128,-0.0052565,-0.00053734,-0.0012236,-0.0014988,-0.00095362,-0.00048578,G-raw-2h
validation,z,weekend,weekday,G-seas-30m,1368225,262,0.080885,0.079836,0.081935,0.26969,0.26567,0.27361,-0.0056422,-0.0067498,-0.0044109,-0.0011826,-0.0013058,-0.0010486,0.0011332,G-raw-2h
validation,z,weekend,weekend,G-seas-30m,517725,104,0.076455,0.074169,0.078811,0.25529,0.24754,0.26333,-0.0046438,-0.006269,-0.0029249,-0.001042,-0.00127,-0.00080829,-0.00048578,G-raw-2h
validation,z,weekend,weekday,G-seas-2h,1368225,262,0.081358,0.080321,0.082369,0.27127,0.26752,0.27495,-0.0040593,-0.0050093,-0.0030388,-0.00070897,-0.00082643,-0.00058621,0.0011332,G-raw-2h
validation,z,weekend,weekend,G-seas-2h,517725,104,0.077324,0.075072,0.079645,0.25942,0.25155,0.26769,-0.00051558,-0.0018466,0.0010115,-0.00017255,-0.00035286,2.4355e-05,-0.00048578,G-raw-2h
validation,z,weekend,weekday,G-seas-6h,1368225,262,0.081894,0.080898,0.082898,0.27424,0.27057,0.27804,-0.0010942,-0.0024522,0.00036397,-0.00017299,-0.00034695,7.3255e-06,0.0011332,G-raw-2h
validation,z,weekend,weekend,G-seas-6h,517725,104,0.078463,0.076248,0.080688,0.26553,0.25779,0.27364,0.0055915,0.0033103,0.0082683,0.00096661,0.0006469,0.0013282,-0.00048578,G-raw-2h
validation,z,weekend,weekday,G-seas-1d,1368225,262,0.082707,0.081774,0.083695,0.27893,0.27523,0.28277,0.0035989,0.0017199,0.0056888,0.00063951,0.00035269,0.00094615,0.0011332,G-raw-2h
validation,z,weekend,weekend,G-seas-1d,517725,104,0.080032,0.077846,0.082307,0.27272,0.26491,0.28074,0.01279,0.0094304,0.016609,0.0025353,0.0019318,0.0032592,-0.00048578,G-raw-2h
validation,z,weekend,weekday,G-blend-raw,1368225,262,0.081009,0.079955,0.082048,0.26885,0.26509,0.27248,-0.006484,-0.0074663,-0.0054724,-0.0010589,-0.0011759,-0.00093575,0.0011332,G-raw-2h
validation,z,weekend,weekend,G-blend-raw,517725,104,0.07682,0.074624,0.079095,0.25566,0.24872,0.26282,-0.0042743,-0.0056306,-0.002855,-0.00067635,-0.00087216,-0.00047747,-0.00048578,G-raw-2h
validation,z,weekend,weekday,G-blend,1368225,262,0.080622,0.079586,0.081655,0.26708,0.26324,0.27084,-0.0082577,-0.0094618,-0.0070417,-0.0014454,-0.0015878,-0.0013046,0.0011332,G-raw-2h
validation,z,weekend,weekend,G-blend,517725,104,0.076508,0.07429,0.078828,0.25436,0.24712,0.26154,-0.0055725,-0.0071348,-0.0039245,-0.00098917,-0.0012056,-0.00075323,-0.00048578,G-raw-2h
validation,z,weekend,weekday,T-raw-2h,1368225,262,0.081149,0.080008,0.082257,0.27046,0.26662,0.27422,-0.004875,-0.0053582,-0.0044207,-0.00091807,-0.0010229,-0.00080904,0.0011332,G-raw-2h
validation,z,weekend,weekend,T-raw-2h,517725,104,0.076132,0.073651,0.07871,0.25437,0.24642,0.26231,-0.0055604,-0.0063752,-0.0047321,-0.0013643,-0.0016003,-0.0011149,-0.00048578,G-raw-2h
validation,z,weekend,weekday,T-blend,1368225,262,0.080164,0.079043,0.081271,0.26397,0.26027,0.26761,-0.011364,-0.012344,-0.010351,-0.0019033,-0.0020404,-0.0017583,0.0011332,G-raw-2h
validation,z,weekend,weekend,T-blend,517725,104,0.075476,0.073075,0.078002,0.24982,0.2423,0.25742,-0.010112,-0.011484,-0.0087201,-0.0020203,-0.0022774,-0.0017676,-0.00048578,G-raw-2h
validation,z,weekend,weekday,MIX-blend,1368225,262,0.08017,0.079057,0.081267,0.26405,0.26038,0.26762,-0.011288,-0.012287,-0.010266,-0.0018976,-0.0020322,-0.0017563,0.0011332,G-raw-2h
validation,z,weekend,weekend,MIX-blend,517725,104,0.075522,0.073139,0.078033,0.25032,0.2429,0.25779,-0.0096172,-0.011014,-0.0082202,-0.0019747,-0.0022183,-0.0017206,-0.00048578,G-raw-2h
validation,z,weekend,weekday,EMP-blend,1368225,262,0.080158,0.07904,0.081255,0.26398,0.2603,0.26763,-0.011348,-0.012323,-0.010349,-0.0019096,-0.002042,-0.0017636,-0.00081083,G-raw-2h
validation,z,weekend,weekend,EMP-blend,517725,104,0.075498,0.073082,0.078001,0.2498,0.2423,0.25747,-0.010131,-0.011499,-0.0087297,-0.0019992,-0.0022433,-0.0017516,-0.0024865,G-raw-2h
validation,z,vol_burst,normal,G-raw-10m,1686175,366,0.076648,0.075548,0.077738,0.25936,0.25512,0.26387,-0.0025863,-0.0038063,-0.0013351,-0.0013837,-0.00152,-0.0012428,0.00034131,G-raw-2h
validation,z,vol_burst,burst(top10% sig10m/sig1d),G-raw-10m,199775,330,0.10489,0.10253,0.10733,0.34056,0.33349,0.34769,-0.0078551,-0.012513,-0.0034672,0.0006021,-9.8649e-06,0.0011842,0.0036216,G-raw-2h
validation,z,vol_burst,normal,G-raw-30m,1686175,366,0.076903,0.075812,0.077943,0.25772,0.25381,0.26176,-0.0042302,-0.004991,-0.0034377,-0.0011291,-0.0012342,-0.0010275,0.00034131,G-raw-2h
validation,z,vol_burst,burst(top10% sig10m/sig1d),G-raw-30m,199775,330,0.10427,0.10175,0.10694,0.33943,0.33177,0.34771,-0.0089928,-0.012352,-0.0059331,-1.6625e-05,-0.00038704,0.00033495,0.0036216,G-raw-2h
validation,z,vol_burst,normal,G-raw-2h,1686175,366,0.078032,0.077001,0.079032,0.26195,0.25841,0.26534,0,0,0,0,0,0,0.00034131,G-raw-2h
validation,z,vol_burst,burst(top10% sig10m/sig1d),G-raw-2h,199775,330,0.10428,0.10148,0.10728,0.34842,0.33802,0.35986,0,0,0,0,0,0,0.0036216,G-raw-2h
validation,z,vol_burst,normal,G-raw-6h,1686175,366,0.079762,0.078813,0.080657,0.2695,0.26635,0.27241,0.0075544,0.0063205,0.0088069,0.0017297,0.0014879,0.0019802,0.00034131,G-raw-2h
validation,z,vol_burst,burst(top10% sig10m/sig1d),G-raw-6h,199775,330,0.10508,0.10209,0.10822,0.3648,0.35195,0.37845,0.016376,0.013714,0.019206,0.0007916,0.0005866,0.0010073,0.0036216,G-raw-2h
validation,z,vol_burst,normal,G-raw-1d,1686175,366,0.082552,0.081579,0.083542,0.28041,0.27705,0.28371,0.018464,0.015465,0.021445,0.0045203,0.0037918,0.0052554,0.00034131,G-raw-2h
validation,z,vol_burst,burst(top10% sig10m/sig1d),G-raw-1d,199775,330,0.1059,0.10282,0.10913,0.38107,0.36601,0.39724,0.03265,0.026984,0.039339,0.0016115,0.0012433,0.001977,0.0036216,G-raw-2h
validation,z,vol_burst,normal,G-seas-10m,1686175,366,0.076582,0.075494,0.077656,0.25907,0.25483,0.26357,-0.0028795,-0.0042645,-0.0014443,-0.0014499,-0.0015844,-0.0012991,0.00034131,G-raw-2h
validation,z,vol_burst,burst(top10% sig10m/sig1d),G-seas-10m,199775,330,0.10486,0.10253,0.10732,0.3404,0.33356,0.34754,-0.008023,-0.012801,-0.0035224,0.00057621,-4.5446e-05,0.0011701,0.0036216,G-raw-2h
validation,z,vol_burst,normal,G-seas-30m,1686175,366,0.076759,0.075672,0.077796,0.25705,0.25313,0.26114,-0.0048906,-0.005863,-0.0038398,-0.0012732,-0.0013909,-0.0011491,0.00034131,G-raw-2h
validation,z,vol_burst,burst(top10% sig10m/sig1d),G-seas-30m,199775,330,0.10423,0.10177,0.10694,0.33902,0.33154,0.34705,-0.0093989,-0.013204,-0.0060004,-5.348e-05,-0.00050592,0.00036996,0.0036216,G-raw-2h
validation,z,vol_burst,normal,G-seas-2h,1686175,366,0.077448,0.076363,0.078459,0.25909,0.25538,0.26269,-0.0028525,-0.0036535,-0.0020359,-0.00058409,-0.00068902,-0.00047169,0.00034131,G-raw-2h
validation,z,vol_burst,burst(top10% sig10m/sig1d),G-seas-2h,199775,330,0.10391,0.10123,0.10684,0.34336,0.33394,0.35371,-0.005062,-0.0075453,-0.0024931,-0.00037289,-0.0006486,-8.7976e-05,0.0036216,G-raw-2h
validation,z,vol_burst,normal,G-seas-6h,1686175,366,0.078205,0.077181,0.079147,0.26235,0.2589,0.2658,0.00040914,-0.00069636,0.0016669,0.00017289,3.0357e-06,0.00037203,0.00034131,G-raw-2h
validation,z,vol_burst,burst(top10% sig10m/sig1d),G-seas-6h,199775,330,0.10414,0.10139,0.10716,0.35196,0.34111,0.36427,0.0035431,-0.00037685,0.0080986,-0.00013901,-0.00045814,0.00021104,0.0036216,G-raw-2h
validation,z,vol_burst,normal,G-seas-1d,1686175,366,0.079297,0.078312,0.08026,0.26706,0.2637,0.27031,0.0051125,0.0035111,0.006887,0.0012656,0.00096956,0.0015929,0.00034131,G-raw-2h
validation,z,vol_burst,burst(top10% sig10m/sig1d),G-seas-1d,199775,330,0.10455,0.10176,0.10768,0.36306,0.35047,0.37797,0.014642,0.0079574,0.022522,0.00026808,-0.00018797,0.00074773,0.0036216,G-raw-2h
validation,z,vol_burst,normal,G-blend-raw,1686175,366,0.076943,0.075887,0.077943,0.25649,0.25279,0.26017,-0.0054602,-0.0061881,-0.0046799,-0.0010888,-0.001192,-0.00097848,0.00034131,G-raw-2h
validation,z,vol_burst,burst(top10% sig10m/sig1d),G-blend-raw,199775,330,0.10447,0.10205,0.10705,0.33902,0.33156,0.34675,-0.0093981,-0.013493,-0.0055232,0.0001847,-0.00031228,0.00067897,0.0036216,G-raw-2h
validation,z,vol_burst,normal,G-blend,1686175,366,0.076652,0.075595,0.07766,0.25511,0.25142,0.25879,-0.0068349,-0.0077907,-0.0057943,-0.0013802,-0.0014995,-0.0012567,0.00034131,G-raw-2h
validation,z,vol_burst,burst(top10% sig10m/sig1d),G-blend,199775,330,0.10347,0.101,0.10613,0.33511,0.32727,0.34329,-0.013308,-0.0173,-0.0095712,-0.00081291,-0.0012506,-0.00037293,0.0036216,G-raw-2h
validation,z,vol_burst,normal,T-raw-2h,1686175,366,0.076701,0.075568,0.0778,0.25605,0.25233,0.25969,-0.0058927,-0.006329,-0.0054733,-0.001331,-0.0014369,-0.0012244,0.00034131,G-raw-2h
validation,z,vol_burst,burst(top10% sig10m/sig1d),T-raw-2h,199775,330,0.10569,0.10266,0.10892,0.35036,0.33964,0.36195,0.0019382,0.00077014,0.0030779,0.0014107,0.0011546,0.0016447,0.0036216,G-raw-2h
validation,z,vol_burst,normal,T-blend,1686175,366,0.076017,0.074889,0.077096,0.25141,0.24771,0.25506,-0.010531,-0.011272,-0.0097346,-0.0020145,-0.0021469,-0.0018738,0.00034131,G-raw-2h
validation,z,vol_burst,burst(top10% sig10m/sig1d),T-blend,199775,330,0.10302,0.10035,0.10588,0.33327,0.325,0.34203,-0.015147,-0.018358,-0.012003,-0.0012676,-0.0015633,-0.00097508,0.0036216,G-raw-2h
validation,z,vol_burst,normal,MIX-blend,1686175,366,0.076037,0.074917,0.077108,0.25164,0.24797,0.25521,-0.010305,-0.011063,-0.0095204,-0.0019946,-0.002122,-0.001858,0.00034131,G-raw-2h
validation,z,vol_burst,burst(top10% sig10m/sig1d),MIX-blend,199775,330,0.103,0.10036,0.10584,0.33317,0.32508,0.3417,-0.015251,-0.018625,-0.011969,-0.0012788,-0.0015805,-0.00097661,0.0036216,G-raw-2h
validation,z,vol_burst,normal,EMP-blend,1686175,366,0.07602,0.074888,0.077098,0.25142,0.24769,0.25508,-0.010531,-0.011303,-0.0097233,-0.0020119,-0.002142,-0.0018765,-0.0015659,G-raw-2h
validation,z,vol_burst,burst(top10% sig10m/sig1d),EMP-blend,199775,330,0.10301,0.10033,0.10587,0.33333,0.32496,0.3421,-0.015093,-0.018399,-0.011955,-0.0012782,-0.0015899,-0.0009526,0.0012198,G-raw-2h
validation,z,fomc,other,G-raw-10m,1884150,366,0.079591,0.078495,0.080692,0.26781,0.2636,0.27204,-0.0031467,-0.0043191,-0.0019782,-0.0011745,-0.0012986,-0.0010423,0.0006974,G-raw-2h
validation,z,fomc,FOMC 15:00ET,G-raw-10m,1800,8,0.13047,0.089229,0.18057,0.42797,0.30276,0.58116,-0.00072276,-0.056358,0.045496,4.6048e-05,-0.0084618,0.0066612,-0.0083333,G-raw-2h
validation,z,fomc,other,G-raw-30m,1884150,366,0.079754,0.078675,0.080844,0.26622,0.26232,0.27005,-0.0047364,-0.0054906,-0.0039078,-0.0010115,-0.0011071,-0.00091457,0.0006974,G-raw-2h
validation,z,fomc,FOMC 15:00ET,G-raw-30m,1800,8,0.12969,0.086744,0.18277,0.42569,0.29049,0.59714,-0.0030001,-0.043991,0.030743,-0.00072844,-0.0059981,0.0037211,-0.0083333,G-raw-2h
validation,z,fomc,other,G-raw-2h,1884150,366,0.080765,0.07971,0.081824,0.27096,0.26737,0.27469,0,0,0,0,0,0,0.0006974,G-raw-2h
validation,z,fomc,FOMC 15:00ET,G-raw-2h,1800,8,0.13042,0.083961,0.18823,0.42869,0.27045,0.6354,0,0,0,0,0,0,-0.0083333,G-raw-2h
validation,z,fomc,other,G-raw-6h,1884150,366,0.082395,0.081446,0.083366,0.27943,0.27604,0.28276,0.0084722,0.0073655,0.0096026,0.0016296,0.001408,0.0018541,0.0006974,G-raw-2h
validation,z,fomc,FOMC 15:00ET,G-raw-6h,1800,8,0.13282,0.084077,0.19329,0.45462,0.27115,0.68963,0.025933,-0.0030082,0.058931,0.0023994,-0.00061368,0.0053575,-0.0083333,G-raw-2h
validation,z,fomc,other,G-raw-1d,1884150,366,0.084975,0.084056,0.085939,0.29085,0.28727,0.29468,0.019897,0.017296,0.022619,0.0042096,0.0035531,0.0048784,0.0006974,G-raw-2h
validation,z,fomc,FOMC 15:00ET,G-raw-1d,1800,8,0.13725,0.085905,0.20168,0.52239,0.29001,0.82447,0.093699,0.012081,0.20091,0.0068291,0.0010848,0.012995,-0.0083333,G-raw-2h
validation,z,fomc,other,G-seas-10m,1884150,366,0.079529,0.078445,0.080612,0.26753,0.26335,0.27183,-0.0034237,-0.0046731,-0.0021078,-0.0012362,-0.0013663,-0.0010913,0.0006974,G-raw-2h
validation,z,fomc,FOMC 15:00ET,G-seas-10m,1800,8,0.13017,0.088597,0.18081,0.42456,0.29826,0.57779,-0.0041256,-0.06031,0.041949,-0.00025368,-0.0085879,0.0063362,-0.0083333,G-raw-2h
validation,z,fomc,other,G-seas-30m,1884150,366,0.079621,0.078565,0.080678,0.26558,0.26162,0.26939,-0.0053713,-0.0062895,-0.0043597,-0.0011445,-0.001256,-0.0010267,0.0006974,G-raw-2h
validation,z,fomc,FOMC 15:00ET,G-seas-30m,1800,8,0.12986,0.086294,0.18416,0.42661,0.28931,0.60068,-0.0020755,-0.038838,0.030189,-0.00056739,-0.0055976,0.0036571,-0.0083333,G-raw-2h
validation,z,fomc,other,G-seas-2h,1884150,366,0.080203,0.079149,0.081257,0.26786,0.26404,0.27171,-0.0030931,-0.0039027,-0.0022167,-0.0005627,-0.00066235,-0.00044671,0.0006974,G-raw-2h
validation,z,fomc,FOMC 15:00ET,G-seas-2h,1800,8,0.1309,0.083913,0.19006,0.43251,0.27011,0.65204,0.0038176,-0.0052143,0.017466,0.00047316,-0.00036586,0.00162,-0.0083333,G-raw-2h
validation,z,fomc,other,G-seas-6h,1884150,366,0.080905,0.079895,0.081926,0.27169,0.26808,0.27563,0.00073842,-0.00046209,0.0021504,0.00013945,-1.8021e-05,0.00033617,0.0006974,G-raw-2h
validation,z,fomc,FOMC 15:00ET,G-seas-6h,1800,8,0.13098,0.084442,0.18949,0.43225,0.27013,0.6424,0.0035584,-0.0064307,0.017424,0.0005597,-0.00054922,0.0019738,-0.0083333,G-raw-2h
validation,z,fomc,other,G-seas-1d,1884150,366,0.081923,0.080925,0.082895,0.27705,0.27354,0.28095,0.0060925,0.0043901,0.0081292,0.0011578,0.00087594,0.0014658,0.0006974,G-raw-2h
validation,z,fomc,FOMC 15:00ET,G-seas-1d,1800,8,0.13383,0.086206,0.19459,0.46555,0.2847,0.70065,0.036857,0.00090379,0.08587,0.003403,0.00072551,0.006752,-0.0083333,G-raw-2h
validation,z,fomc,other,G-blend-raw,1884150,366,0.079811,0.078748,0.080846,0.26508,0.26146,0.26874,-0.0058715,-0.0066719,-0.0050235,-0.00095395,-0.0010538,-0.00084258,0.0006974,G-raw-2h
validation,z,fomc,FOMC 15:00ET,G-blend-raw,1800,8,0.12954,0.088105,0.18087,0.41664,0.2931,0.56964,-0.012054,-0.066965,0.025487,-0.00088468,-0.0081155,0.0044908,-0.0083333,G-raw-2h
validation,z,fomc,other,G-blend,1884150,366,0.079445,0.078392,0.080475,0.26344,0.25984,0.2671,-0.0075165,-0.0084731,-0.0065207,-0.0013206,-0.0014342,-0.0012013,0.0006974,G-raw-2h
validation,z,fomc,FOMC 15:00ET,G-blend,1800,8,0.12961,0.086513,0.18306,0.41693,0.28514,0.58686,-0.011762,-0.051761,0.01819,-0.0008154,-0.0059352,0.0032096,-0.0083333,G-raw-2h
validation,z,fomc,other,T-raw-2h,1884150,366,0.079721,0.078567,0.080844,0.26588,0.26212,0.26967,-0.0050782,-0.0054777,-0.0046971,-0.0010447,-0.0011496,-0.00093476,0.0006974,G-raw-2h
validation,z,fomc,FOMC 15:00ET,T-raw-2h,1800,8,0.13372,0.083783,0.19578,0.43933,0.27365,0.65279,0.010638,-0.0022075,0.023429,0.0032953,-0.00054038,0.0074884,-0.0083333,G-raw-2h
validation,z,fomc,other,T-blend,1884150,366,0.078827,0.07769,0.079932,0.25993,0.25621,0.26364,-0.011027,-0.011829,-0.010212,-0.0019384,-0.0020597,-0.0018091,0.0006974,G-raw-2h
validation,z,fomc,FOMC 15:00ET,T-blend,1800,8,0.13157,0.084667,0.18894,0.42464,0.28029,0.60688,-0.0040484,-0.033818,0.020314,0.0011502,-0.0011104,0.0038579,-0.0083333,G-raw-2h
validation,z,fomc,other,MIX-blend,1884150,366,0.078844,0.077714,0.079941,0.26012,0.25647,0.26376,-0.010833,-0.011665,-0.010014,-0.0019214,-0.0020401,-0.0017947,0.0006974,G-raw-2h
validation,z,fomc,FOMC 15:00ET,MIX-blend,1800,8,0.13124,0.084734,0.18828,0.42194,0.28055,0.60044,-0.0067531,-0.038703,0.018468,0.00081863,-0.0015607,0.0033973,-0.0083333,G-raw-2h
validation,z,fomc,other,EMP-blend,1884150,366,0.078828,0.0777,0.07994,0.25993,0.25623,0.26365,-0.011021,-0.011815,-0.010199,-0.0019372,-0.0020607,-0.0018084,-0.0012619,G-raw-2h
validation,z,fomc,FOMC 15:00ET,EMP-blend,1800,8,0.13168,0.084824,0.189,0.42559,0.28076,0.60776,-0.003099,-0.032297,0.020718,0.0012538,-0.00072394,0.0036384,-0.010649,G-raw-2h
validation,z,expost_big_move,normal,G-raw-10m,1843875,366,0.076359,0.075338,0.077382,0.25513,0.25132,0.2591,-0.0024722,-0.0035267,-0.0013952,-0.0010382,-0.001164,-0.00090623,0.00048783,G-raw-2h
validation,z,expost_big_move,big move (ex post),G-raw-10m,42075,151,0.2234,0.21324,0.23294,0.83038,0.78476,0.87373,-0.032604,-0.058003,-0.004193,-0.0070952,-0.0091451,-0.0050932,0.0094949,G-raw-2h
validation,z,expost_big_move,normal,G-raw-30m,1843875,366,0.076476,0.075473,0.077471,0.25367,0.25016,0.25729,-0.0039288,-0.004653,-0.0031873,-0.00092147,-0.0010231,-0.00082284,0.00048783,G-raw-2h
validation,z,expost_big_move,big move (ex post),G-raw-30m,42075,151,0.22555,0.215,0.23566,0.82293,0.77941,0.86459,-0.040053,-0.05739,-0.021386,-0.0049441,-0.0063107,-0.0035755,0.0094949,G-raw-2h
validation,z,expost_big_move,normal,G-raw-2h,1843875,366,0.077397,0.076423,0.078356,0.2576,0.25435,0.26068,0,0,0,0,0,0,0.00048783,G-raw-2h
validation,z,expost_big_move,big move (ex post),G-raw-2h,42075,151,0.2305,0.2193,0.24121,0.86298,0.81503,0.90678,0,0,0,0,0,0,0.0094949,G-raw-2h
validation,z,expost_big_move,normal,G-raw-6h,1843875,366,0.079066,0.078159,0.079958,0.26608,0.26294,0.26901,0.0084789,0.007317,0.0096556,0.0016692,0.0014389,0.0019006,0.00048783,G-raw-2h
validation,z,expost_big_move,big move (ex post),G-raw-6h,42075,151,0.23042,0.21961,0.241,0.87191,0.82299,0.9203,0.0089256,-0.0081397,0.027294,-7.5226e-05,-0.0011341,0.0010444,0.0094949,G-raw-2h
