period,grid,group,level,model,n,n_days,brier,brier_lo,brier_hi,log_loss,ll_lo,ll_hi,d_ll_vs_base,d_ll_lo,d_ll_hi,d_brier_vs_base,d_brier_lo,d_brier_hi,citl,base
test,z,all,all,EMP-blend,3376125,632,0.076775,0.075947,0.077534,0.25305,0.25035,0.25563,-0.012051,-0.012748,-0.011343,-0.0021879,-0.002306,-0.0020796,0.00044823,G-raw-2h
test,z,tau,60m,G-raw-10m,375125,632,0.087409,0.086172,0.088674,0.30397,0.29853,0.3095,0.011812,0.0092515,0.014322,-4.3645e-05,-0.00023096,0.00013693,-0.00027058,G-raw-2h
test,z,tau,45m,G-raw-10m,375125,632,0.085401,0.084251,0.08656,0.29043,0.28575,0.29544,0.0032127,0.0011962,0.0053156,-0.00043943,-0.00062608,-0.00025669,-0.001097,G-raw-2h
test,z,tau,30m,G-raw-10m,375125,632,0.084861,0.083686,0.086047,0.28741,0.28273,0.29216,0.0010937,-0.00076431,0.0030645,-0.00058641,-0.00077897,-0.00040194,-0.00075575,G-raw-2h
test,z,tau,20m,G-raw-10m,375125,632,0.079619,0.078481,0.080745,0.26755,0.2631,0.27229,-0.0026006,-0.0044318,-0.00060355,-0.0010252,-0.0011995,-0.00083738,0.0011929,G-raw-2h
test,z,tau,15m,G-raw-10m,375125,632,0.078835,0.077774,0.07995,0.26457,0.26026,0.26925,-0.0027639,-0.0045976,-0.0008092,-0.0011726,-0.00136,-0.00098438,0.00053449,G-raw-2h
test,z,tau,10m,G-raw-10m,375125,632,0.076861,0.075862,0.077943,0.25691,0.25318,0.26117,-0.0046345,-0.0063298,-0.002673,-0.0013336,-0.0015149,-0.0011314,-8.6638e-05,G-raw-2h
test,z,tau,5m,G-raw-10m,375125,632,0.071054,0.070039,0.072073,0.2382,0.23441,0.2421,-0.0075295,-0.0091045,-0.0057944,-0.0018964,-0.0020825,-0.0017017,-0.0020113,G-raw-2h
test,z,tau,3m,G-raw-10m,375125,632,0.068553,0.067626,0.069554,0.23116,0.22761,0.23493,-0.008374,-0.0099341,-0.0066503,-0.0021026,-0.0022754,-0.0019306,0.0004092,G-raw-2h
test,z,tau,2m,G-raw-10m,375125,632,0.067203,0.066198,0.068167,0.22715,0.22348,0.2309,-0.0088313,-0.010331,-0.0071642,-0.0022683,-0.0024411,-0.0020749,-0.00012129,G-raw-2h
test,z,tau,60m,G-raw-30m,375125,632,0.086991,0.085786,0.088241,0.29326,0.28853,0.29791,0.0010988,-0.0003141,0.0024205,-0.00046157,-0.00058114,-0.00033751,-0.00027058,G-raw-2h
test,z,tau,45m,G-raw-30m,375125,632,0.085189,0.084071,0.086326,0.28574,0.28169,0.28996,-0.001479,-0.0027116,-0.00022152,-0.00065137,-0.0007707,-0.00052841,-0.001097,G-raw-2h
test,z,tau,30m,G-raw-30m,375125,632,0.084696,0.083534,0.08591,0.28331,0.27895,0.28779,-0.0029975,-0.0042217,-0.001801,-0.0007514,-0.0008742,-0.00063029,-0.00075575,G-raw-2h
test,z,tau,20m,G-raw-30m,375125,632,0.07959,0.078454,0.080757,0.26473,0.26069,0.26886,-0.0054193,-0.0064542,-0.0043173,-0.0010543,-0.0011694,-0.00094161,0.0011929,G-raw-2h
test,z,tau,15m,G-raw-30m,375125,632,0.078899,0.077861,0.080013,0.26196,0.25825,0.26616,-0.0053677,-0.0064818,-0.004288,-0.0011079,-0.0012275,-0.00098806,0.00053449,G-raw-2h
test,z,tau,10m,G-raw-30m,375125,632,0.07698,0.076024,0.078046,0.25526,0.25191,0.25891,-0.006279,-0.0072879,-0.0051215,-0.0012149,-0.0013306,-0.0010808,-8.6638e-05,G-raw-2h
test,z,tau,5m,G-raw-30m,375125,632,0.071488,0.070512,0.072474,0.23857,0.23529,0.24207,-0.0071551,-0.0081026,-0.0061147,-0.0014627,-0.0015825,-0.0013409,-0.0020113,G-raw-2h
test,z,tau,3m,G-raw-30m,375125,632,0.069162,0.068249,0.070131,0.23263,0.22945,0.23596,-0.0069022,-0.0077911,-0.0058601,-0.001494,-0.0016028,-0.0013845,0.0004092,G-raw-2h
test,z,tau,2m,G-raw-30m,375125,632,0.067933,0.066944,0.06888,0.22928,0.22589,0.23256,-0.0066984,-0.0076338,-0.0056802,-0.0015383,-0.001652,-0.0014229,-0.00012129,G-raw-2h
test,z,tau,60m,G-raw-2h,375125,632,0.087453,0.086299,0.088606,0.29216,0.28796,0.29637,0,0,0,0,0,0,-0.00027058,G-raw-2h
test,z,tau,45m,G-raw-2h,375125,632,0.08584,0.084723,0.08697,0.28722,0.28337,0.29109,0,0,0,0,0,0,-0.001097,G-raw-2h
test,z,tau,30m,G-raw-2h,375125,632,0.085447,0.08431,0.086622,0.28631,0.28237,0.29028,0,0,0,0,0,0,-0.00075575,G-raw-2h
test,z,tau,20m,G-raw-2h,375125,632,0.080644,0.079506,0.081818,0.27015,0.26624,0.27432,0,0,0,0,0,0,0.0011929,G-raw-2h
test,z,tau,15m,G-raw-2h,375125,632,0.080007,0.07897,0.081101,0.26733,0.26377,0.2712,0,0,0,0,0,0,0.00053449,G-raw-2h
test,z,tau,10m,G-raw-2h,375125,632,0.078194,0.077264,0.079198,0.26154,0.25834,0.26497,0,0,0,0,0,0,-8.6638e-05,G-raw-2h
test,z,tau,5m,G-raw-2h,375125,632,0.07295,0.072042,0.073904,0.24573,0.24277,0.24896,0,0,0,0,0,0,-0.0020113,G-raw-2h
test,z,tau,3m,G-raw-2h,375125,632,0.070656,0.069772,0.071627,0.23953,0.23654,0.24273,0,0,0,0,0,0,0.0004092,G-raw-2h
test,z,tau,2m,G-raw-2h,375125,632,0.069471,0.068522,0.070423,0.23598,0.23275,0.239,0,0,0,0,0,0,-0.00012129,G-raw-2h
test,z,tau,60m,G-raw-6h,375125,632,0.088731,0.087615,0.089807,0.29848,0.29449,0.30233,0.0063188,0.0051184,0.0075188,0.0012788,0.0010553,0.0014974,-0.00027058,G-raw-2h
test,z,tau,45m,G-raw-6h,375125,632,0.087223,0.086138,0.088233,0.29438,0.29048,0.29822,0.0071625,0.005965,0.0083246,0.0013827,0.0011541,0.0015988,-0.001097,G-raw-2h
test,z,tau,30m,G-raw-6h,375125,632,0.086972,0.085825,0.088108,0.29389,0.2901,0.29773,0.0075815,0.0063588,0.008704,0.0015251,0.001306,0.0017472,-0.00075575,G-raw-2h
test,z,tau,20m,G-raw-6h,375125,632,0.082506,0.08143,0.083618,0.28063,0.27669,0.2847,0.010479,0.0093234,0.011606,0.001862,0.0016479,0.0020878,0.0011929,G-raw-2h
test,z,tau,15m,G-raw-6h,375125,632,0.081926,0.080908,0.082975,0.27793,0.27424,0.28176,0.010604,0.0095409,0.011747,0.0019187,0.0017103,0.0021366,0.00053449,G-raw-2h
test,z,tau,10m,G-raw-6h,375125,632,0.080285,0.079379,0.081248,0.27325,0.26981,0.27664,0.011712,0.010635,0.012824,0.0020905,0.0018697,0.0023206,-8.6638e-05,G-raw-2h
test,z,tau,5m,G-raw-6h,375125,632,0.075244,0.074361,0.076188,0.25744,0.25442,0.2606,0.011717,0.010579,0.012812,0.0022936,0.0020447,0.0025317,-0.0020113,G-raw-2h
test,z,tau,3m,G-raw-6h,375125,632,0.072979,0.072097,0.07392,0.25087,0.24783,0.25418,0.011342,0.010244,0.012377,0.0023232,0.0020831,0.0025496,0.0004092,G-raw-2h
test,z,tau,2m,G-raw-6h,375125,632,0.071883,0.070904,0.072823,0.24735,0.24399,0.25052,0.01137,0.010241,0.012505,0.0024119,0.0021546,0.0026512,-0.00012129,G-raw-2h
test,z,tau,60m,G-raw-1d,375125,632,0.091004,0.089845,0.092093,0.308,0.30372,0.31197,0.015841,0.01346,0.018145,0.0035513,0.002975,0.0040997,-0.00027058,G-raw-2h
test,z,tau,45m,G-raw-1d,375125,632,0.08957,0.088446,0.090641,0.30446,0.30028,0.30852,0.017244,0.01496,0.019513,0.00373,0.0031615,0.0042937,-0.001097,G-raw-2h
test,z,tau,30m,G-raw-1d,375125,632,0.089492,0.088358,0.090555,0.30461,0.30058,0.30857,0.018303,0.015644,0.020744,0.0040442,0.0034587,0.0046304,-0.00075575,G-raw-2h
test,z,tau,20m,G-raw-1d,375125,632,0.085283,0.08413,0.086383,0.29315,0.28897,0.29753,0.023004,0.020574,0.025408,0.0046384,0.0040529,0.0052305,0.0011929,G-raw-2h
test,z,tau,15m,G-raw-1d,375125,632,0.084782,0.083742,0.085899,0.2906,0.28665,0.2948,0.023267,0.020776,0.025618,0.0047742,0.0042052,0.0053459,0.00053449,G-raw-2h
test,z,tau,10m,G-raw-1d,375125,632,0.083333,0.082335,0.084475,0.28702,0.28316,0.29101,0.025483,0.023044,0.027908,0.0051384,0.0045549,0.0057282,-8.6638e-05,G-raw-2h
test,z,tau,5m,G-raw-1d,375125,632,0.078538,0.077491,0.079597,0.27136,0.26763,0.27518,0.025639,0.023026,0.028203,0.0055876,0.0049185,0.0062447,-0.0020113,G-raw-2h
test,z,tau,3m,G-raw-1d,375125,632,0.076414,0.075394,0.077514,0.26509,0.26152,0.26892,0.025562,0.023047,0.028033,0.0057582,0.0051055,0.0063928,0.0004092,G-raw-2h
test,z,tau,2m,G-raw-1d,375125,632,0.075313,0.074158,0.076475,0.26122,0.25709,0.26514,0.025235,0.022633,0.027744,0.0058422,0.005119,0.0064604,-0.00012129,G-raw-2h
test,z,tau,60m,G-seas-10m,375125,632,0.08717,0.085941,0.088434,0.29973,0.29452,0.30499,0.0075666,0.0050771,0.010081,-0.00028231,-0.00048628,-7.4926e-05,-0.00027058,G-raw-2h
test,z,tau,45m,G-seas-10m,375125,632,0.085113,0.083934,0.086275,0.28801,0.28345,0.29293,0.00079502,-0.0012804,0.0031075,-0.00072698,-0.00093195,-0.00052131,-0.001097,G-raw-2h
test,z,tau,30m,G-seas-10m,375125,632,0.084414,0.083225,0.085615,0.2853,0.28067,0.29003,-0.0010098,-0.0032541,0.0014026,-0.0010335,-0.0012632,-0.00079178,-0.00075575,G-raw-2h
test,z,tau,20m,G-seas-10m,375125,632,0.079539,0.078407,0.080667,0.26791,0.26347,0.27274,-0.0022392,-0.0042599,-0.00021426,-0.0011053,-0.0013057,-0.00089592,0.0011929,G-raw-2h
test,z,tau,15m,G-seas-10m,375125,632,0.078799,0.07774,0.079919,0.26496,0.26059,0.26985,-0.0023724,-0.0042602,-0.00024308,-0.001208,-0.0014018,-0.0010087,0.00053449,G-raw-2h
test,z,tau,10m,G-seas-10m,375125,632,0.07685,0.075847,0.077927,0.25715,0.25337,0.26146,-0.0043878,-0.0061134,-0.0023856,-0.0013448,-0.0015334,-0.0011369,-8.6638e-05,G-raw-2h
test,z,tau,5m,G-seas-10m,375125,632,0.071031,0.070002,0.072045,0.23822,0.2344,0.24211,-0.0075047,-0.0090846,-0.0057222,-0.0019189,-0.0021045,-0.0017226,-0.0020113,G-raw-2h
test,z,tau,3m,G-seas-10m,375125,632,0.068533,0.067598,0.069525,0.23121,0.22761,0.23509,-0.0083161,-0.00991,-0.0065492,-0.0021232,-0.002293,-0.0019469,0.0004092,G-raw-2h
test,z,tau,2m,G-seas-10m,375125,632,0.067193,0.066183,0.068159,0.22719,0.22348,0.23101,-0.0087895,-0.0103,-0.0070941,-0.0022784,-0.0024526,-0.002084,-0.00012129,G-raw-2h
test,z,tau,60m,G-seas-30m,375125,632,0.086613,0.085424,0.087832,0.28941,0.28467,0.29391,-0.002749,-0.0043578,-0.0010395,-0.00083981,-0.0010068,-0.00067171,-0.00027058,G-raw-2h
test,z,tau,45m,G-seas-30m,375125,632,0.084803,0.0837,0.085939,0.28257,0.2787,0.28671,-0.0046428,-0.0060493,-0.0031009,-0.0010368,-0.0011987,-0.00086834,-0.001097,G-raw-2h
test,z,tau,30m,G-seas-30m,375125,632,0.084116,0.082943,0.085295,0.27972,0.27542,0.28425,-0.0065928,-0.0081943,-0.0050074,-0.0013312,-0.001517,-0.0011379,-0.00075575,G-raw-2h
test,z,tau,20m,G-seas-30m,375125,632,0.079321,0.078182,0.080471,0.26373,0.25965,0.26798,-0.0064187,-0.0078226,-0.0050709,-0.0013236,-0.00149,-0.0011538,0.0011929,G-raw-2h
test,z,tau,15m,G-seas-30m,375125,632,0.0787,0.077666,0.079821,0.26114,0.25725,0.26543,-0.0061957,-0.0075289,-0.0048436,-0.0013076,-0.0014588,-0.0011531,0.00053449,G-raw-2h
test,z,tau,10m,G-seas-30m,375125,632,0.076843,0.075889,0.077905,0.25479,0.25131,0.25842,-0.0067472,-0.0079761,-0.0053257,-0.001351,-0.0014945,-0.0011876,-8.6638e-05,G-raw-2h
test,z,tau,5m,G-seas-30m,375125,632,0.071349,0.070332,0.072338,0.23794,0.23452,0.24151,-0.0077868,-0.0088245,-0.0065488,-0.0016017,-0.00174,-0.0014619,-0.0020113,G-raw-2h
test,z,tau,3m,G-seas-30m,375125,632,0.069043,0.068139,0.069994,0.23213,0.22893,0.2356,-0.0073975,-0.0084051,-0.0062286,-0.0016127,-0.0017374,-0.0014806,0.0004092,G-raw-2h
test,z,tau,2m,G-seas-30m,375125,632,0.067844,0.066862,0.068781,0.22887,0.22548,0.23226,-0.0071076,-0.0081357,-0.0060106,-0.0016274,-0.0017595,-0.0014938,-0.00012129,G-raw-2h
test,z,tau,60m,G-seas-2h,375125,632,0.086498,0.085345,0.087653,0.28559,0.2814,0.28978,-0.0065725,-0.0077865,-0.0053701,-0.00095506,-0.0011117,-0.00080259,-0.00027058,G-raw-2h
test,z,tau,45m,G-seas-2h,375125,632,0.084896,0.08383,0.085994,0.28096,0.2773,0.28474,-0.0062534,-0.0073268,-0.0050972,-0.00094413,-0.0010877,-0.00080521,-0.001097,G-raw-2h
test,z,tau,30m,G-seas-2h,375125,632,0.084269,0.083135,0.085429,0.27862,0.27469,0.28276,-0.0076929,-0.0089677,-0.0064713,-0.0011785,-0.0013386,-0.001011,-0.00075575,G-raw-2h
test,z,tau,20m,G-seas-2h,375125,632,0.079658,0.078527,0.080825,0.26404,0.26027,0.26806,-0.0061126,-0.007144,-0.0050966,-0.00098645,-0.0011376,-0.00084664,0.0011929,G-raw-2h
test,z,tau,15m,G-seas-2h,375125,632,0.079086,0.078022,0.080176,0.26146,0.25784,0.26551,-0.0058682,-0.0067776,-0.0049338,-0.00092158,-0.0010556,-0.0007944,0.00053449,G-raw-2h
test,z,tau,10m,G-seas-2h,375125,632,0.077346,0.076395,0.078364,0.25652,0.25324,0.25992,-0.0050203,-0.0059243,-0.0040991,-0.00084881,-0.00097178,-0.00072424,-8.6638e-05,G-raw-2h
test,z,tau,5m,G-seas-2h,375125,632,0.072121,0.071148,0.073076,0.24129,0.23817,0.24454,-0.0044306,-0.0051875,-0.003564,-0.00082966,-0.00094117,-0.00071033,-0.0020113,G-raw-2h
test,z,tau,3m,G-seas-2h,375125,632,0.069894,0.068979,0.070821,0.2357,0.23255,0.23888,-0.0038258,-0.0045254,-0.0030723,-0.00076231,-0.00086853,-0.00064688,0.0004092,G-raw-2h
test,z,tau,2m,G-seas-2h,375125,632,0.06879,0.067825,0.069729,0.23254,0.22945,0.2357,-0.0034453,-0.0041545,-0.0027379,-0.00068138,-0.00079392,-0.00056767,-0.00012129,G-raw-2h
test,z,tau,60m,G-seas-6h,375125,632,0.086792,0.085662,0.087873,0.28678,0.2827,0.29083,-0.0053834,-0.0068179,-0.0040047,-0.00066083,-0.00085203,-0.00047478,-0.00027058,G-raw-2h
test,z,tau,45m,G-seas-6h,375125,632,0.085272,0.084188,0.086336,0.28308,0.27925,0.28694,-0.004141,-0.005531,-0.0027424,-0.00056749,-0.00075139,-0.00038821,-0.001097,G-raw-2h
test,z,tau,30m,G-seas-6h,375125,632,0.084718,0.083607,0.085836,0.28107,0.27713,0.28502,-0.0052446,-0.0068616,-0.0036726,-0.00072897,-0.00094041,-0.00053229,-0.00075575,G-raw-2h
test,z,tau,20m,G-seas-6h,375125,632,0.080261,0.07918,0.081393,0.26737,0.26372,0.27139,-0.002778,-0.0040338,-0.0014965,-0.0003835,-0.00056538,-0.00020756,0.0011929,G-raw-2h
test,z,tau,15m,G-seas-6h,375125,632,0.079701,0.078686,0.080804,0.26496,0.2613,0.2689,-0.0023702,-0.0035739,-0.0011834,-0.00030655,-0.00047195,-0.00014121,0.00053449,G-raw-2h
test,z,tau,10m,G-seas-6h,375125,632,0.078063,0.077128,0.07905,0.26072,0.25723,0.26413,-0.00081891,-0.0018973,0.00026735,-0.00013119,-0.00029007,1.6281e-05,-8.6638e-05,G-raw-2h
test,z,tau,5m,G-seas-6h,375125,632,0.072963,0.072032,0.073906,0.24576,0.24262,0.24906,3.6939e-05,-0.00096954,0.0010594,1.2857e-05,-0.00014681,0.00017125,-0.0020113,G-raw-2h
test,z,tau,3m,G-seas-6h,375125,632,0.070794,0.069899,0.071708,0.24022,0.23709,0.24339,0.00069347,-0.0003108,0.0017295,0.00013788,-1.6029e-05,0.0002986,0.0004092,G-raw-2h
test,z,tau,2m,G-seas-6h,375125,632,0.069735,0.068777,0.070668,0.23694,0.23378,0.24005,0.00096135,7.6016e-05,0.0018723,0.00026334,9.82e-05,0.00042061,-0.00012129,G-raw-2h
test,z,tau,60m,G-seas-1d,375125,632,0.087541,0.086431,0.088592,0.29087,0.28707,0.29481,-0.0012908,-0.0031764,0.00055307,8.8297e-05,-0.00019022,0.00036557,-0.00027058,G-raw-2h
test,z,tau,45m,G-seas-1d,375125,632,0.086031,0.084935,0.087051,0.28733,0.28346,0.29111,0.0001156,-0.0017466,0.0020226,0.00019127,-7.7386e-05,0.00044857,-0.001097,G-raw-2h
test,z,tau,30m,G-seas-1d,375125,632,0.085556,0.084488,0.086608,0.28575,0.28191,0.28972,-0.00055977,-0.0027737,0.0016876,0.00010898,-0.00019783,0.00040087,-0.00075575,G-raw-2h
test,z,tau,20m,G-seas-1d,375125,632,0.081255,0.080249,0.082366,0.27283,0.26928,0.27686,0.0026792,0.00094463,0.004401,0.0006106,0.00033502,0.00088247,0.0011929,G-raw-2h
test,z,tau,15m,G-seas-1d,375125,632,0.080749,0.079728,0.081783,0.27071,0.26709,0.27464,0.0033777,0.0016747,0.0051192,0.00074124,0.00047176,0.0010123,0.00053449,G-raw-2h
test,z,tau,10m,G-seas-1d,375125,632,0.079204,0.078298,0.080182,0.26701,0.26349,0.27057,0.0054665,0.0039609,0.0070454,0.0010093,0.00075296,0.0012605,-8.6638e-05,G-raw-2h
test,z,tau,5m,G-seas-1d,375125,632,0.074259,0.073346,0.075227,0.25241,0.24923,0.25599,0.0066816,0.0050991,0.0082829,0.0013087,0.0010292,0.0015907,-0.0020113,G-raw-2h
test,z,tau,3m,G-seas-1d,375125,632,0.072177,0.07128,0.073159,0.2469,0.24359,0.25029,0.0073683,0.0059105,0.0088965,0.0015206,0.0012349,0.0018217,0.0004092,G-raw-2h
test,z,tau,2m,G-seas-1d,375125,632,0.071127,0.070166,0.072087,0.24344,0.2401,0.24676,0.0074563,0.0059002,0.0090021,0.0016558,0.0013556,0.0019609,-0.00012129,G-raw-2h
test,z,tau,60m,G-blend-raw,375125,632,0.087488,0.086368,0.08862,0.28961,0.28581,0.29327,-0.0025543,-0.0034652,-0.0016638,3.5196e-05,-9.4119e-05,0.00016838,-0.00027058,G-raw-2h
test,z,tau,45m,G-blend-raw,375125,632,0.085692,0.084651,0.086766,0.28378,0.2804,0.28725,-0.0034415,-0.0043861,-0.002486,-0.00014846,-0.00028769,-1.6786e-05,-0.001097,G-raw-2h
test,z,tau,30m,G-blend-raw,375125,632,0.085165,0.084048,0.086292,0.28173,0.27799,0.28532,-0.0045836,-0.0056245,-0.0035204,-0.00028268,-0.00043758,-0.00013229,-0.00075575,G-raw-2h
test,z,tau,20m,G-blend-raw,375125,632,0.079549,0.078437,0.080668,0.26371,0.2598,0.2676,-0.0064427,-0.0075225,-0.0053982,-0.0010955,-0.0012282,-0.0009676,0.0011929,G-raw-2h
test,z,tau,15m,G-blend-raw,375125,632,0.078831,0.077803,0.079937,0.26063,0.25705,0.26471,-0.0066975,-0.0077105,-0.0056404,-0.0011764,-0.0013195,-0.0010359,0.00053449,G-raw-2h
test,z,tau,10m,G-blend-raw,375125,632,0.076738,0.075777,0.077809,0.25375,0.25039,0.25746,-0.0077909,-0.008841,-0.0066665,-0.0014569,-0.0015928,-0.0013103,-8.6638e-05,G-raw-2h
test,z,tau,5m,G-blend-raw,375125,632,0.070632,0.069625,0.071671,0.23496,0.23153,0.23863,-0.010769,-0.011835,-0.0095814,-0.0023186,-0.0024629,-0.0021646,-0.0020113,G-raw-2h
test,z,tau,3m,G-blend-raw,375125,632,0.067912,0.066965,0.06894,0.2278,0.22425,0.23154,-0.011726,-0.012885,-0.010554,-0.0027438,-0.0028827,-0.0025957,0.0004092,G-raw-2h
test,z,tau,2m,G-blend-raw,375125,632,0.066477,0.065431,0.067478,0.22344,0.21969,0.22722,-0.012543,-0.013677,-0.011297,-0.0029938,-0.003148,-0.0028406,-0.00012129,G-raw-2h
test,z,tau,60m,G-blend,375125,632,0.086628,0.085482,0.087736,0.28514,0.28125,0.28894,-0.0070203,-0.0083208,-0.0056633,-0.00082447,-0.00099816,-0.00064384,-0.00027058,G-raw-2h
test,z,tau,45m,G-blend,375125,632,0.084897,0.083829,0.085982,0.27967,0.27623,0.28336,-0.0075478,-0.0087918,-0.0062829,-0.00094329,-0.0011136,-0.00078206,-0.001097,G-raw-2h
test,z,tau,30m,G-blend,375125,632,0.0842,0.083102,0.085303,0.27686,0.27315,0.28059,-0.0094546,-0.010901,-0.0079833,-0.0012469,-0.0014457,-0.0010439,-0.00075575,G-raw-2h
test,z,tau,20m,G-blend,375125,632,0.079269,0.078165,0.080395,0.26223,0.25837,0.26616,-0.0079145,-0.0091128,-0.0067362,-0.0013758,-0.0015386,-0.0012246,0.0011929,G-raw-2h
test,z,tau,15m,G-blend,375125,632,0.078629,0.07756,0.079735,0.25932,0.25574,0.26347,-0.0080089,-0.009111,-0.0068351,-0.0013784,-0.0015242,-0.0012214,0.00053449,G-raw-2h
test,z,tau,10m,G-blend,375125,632,0.076639,0.075698,0.077693,0.25319,0.24987,0.2567,-0.0083534,-0.0094393,-0.0071714,-0.0015555,-0.0016931,-0.0014088,-8.6638e-05,G-raw-2h
test,z,tau,5m,G-blend,375125,632,0.070612,0.069576,0.071636,0.23458,0.23116,0.23825,-0.011143,-0.012193,-0.0099816,-0.0023385,-0.0024896,-0.0021826,-0.0020113,G-raw-2h
test,z,tau,3m,G-blend,375125,632,0.06794,0.067009,0.06895,0.22775,0.22413,0.23145,-0.011784,-0.012956,-0.010613,-0.0027158,-0.0028563,-0.0025632,0.0004092,G-raw-2h
test,z,tau,2m,G-blend,375125,632,0.066542,0.065503,0.06753,0.22356,0.21994,0.22737,-0.012418,-0.013523,-0.011176,-0.0029291,-0.0030842,-0.0027726,-0.00012129,G-raw-2h
test,z,tau,60m,T-raw-2h,375125,632,0.087058,0.08586,0.088256,0.28859,0.28466,0.29244,-0.003576,-0.0040505,-0.0030585,-0.00039479,-0.00046235,-0.00032695,-0.00027058,G-raw-2h
test,z,tau,45m,T-raw-2h,375125,632,0.08532,0.084162,0.086492,0.2835,0.27982,0.2873,-0.0037161,-0.0041365,-0.0032319,-0.00052029,-0.00059811,-0.00043933,-0.001097,G-raw-2h
test,z,tau,30m,T-raw-2h,375125,632,0.084922,0.083718,0.086148,0.28238,0.2785,0.28626,-0.0039354,-0.0043451,-0.003502,-0.00052517,-0.00060722,-0.00044617,-0.00075575,G-raw-2h
test,z,tau,20m,T-raw-2h,375125,632,0.079716,0.078508,0.08096,0.26588,0.26192,0.27003,-0.0042685,-0.0046959,-0.0038409,-0.00092838,-0.001043,-0.00081901,0.0011929,G-raw-2h
test,z,tau,15m,T-raw-2h,375125,632,0.079112,0.077988,0.080296,0.26323,0.25947,0.26724,-0.0041046,-0.0045077,-0.0036906,-0.00089491,-0.00098729,-0.00079724,0.00053449,G-raw-2h
test,z,tau,10m,T-raw-2h,375125,632,0.077062,0.076049,0.078174,0.25683,0.2536,0.26047,-0.0047107,-0.0051502,-0.0042714,-0.0011321,-0.0012392,-0.0010153,-8.6638e-05,G-raw-2h
test,z,tau,5m,T-raw-2h,375125,632,0.070961,0.069915,0.072054,0.23799,0.23462,0.24164,-0.0077364,-0.0083427,-0.0071204,-0.0019892,-0.0021367,-0.0018321,-0.0020113,G-raw-2h
test,z,tau,3m,T-raw-2h,375125,632,0.068128,0.067106,0.06924,0.22972,0.22628,0.23341,-0.0098115,-0.010508,-0.0091452,-0.0025276,-0.0026979,-0.0023668,0.0004092,G-raw-2h
test,z,tau,2m,T-raw-2h,375125,632,0.066596,0.065497,0.067705,0.22517,0.22143,0.22887,-0.010808,-0.011544,-0.010034,-0.0028756,-0.003058,-0.0026944,-0.00012129,G-raw-2h
test,z,tau,60m,T-blend,375125,632,0.086107,0.084906,0.087295,0.28227,0.27836,0.28616,-0.0098951,-0.011004,-0.0087157,-0.0013459,-0.0015019,-0.001198,-0.00027058,G-raw-2h
test,z,tau,45m,T-blend,375125,632,0.084346,0.083234,0.085488,0.27687,0.27332,0.28049,-0.010349,-0.011405,-0.0092092,-0.0014936,-0.0016398,-0.0013563,-0.001097,G-raw-2h
test,z,tau,30m,T-blend,375125,632,0.083778,0.082598,0.084936,0.27435,0.2706,0.2781,-0.011961,-0.013179,-0.010742,-0.0016691,-0.0018481,-0.001491,-0.00075575,G-raw-2h
test,z,tau,20m,T-blend,375125,632,0.078803,0.077624,0.080003,0.25946,0.25577,0.26349,-0.010693,-0.01172,-0.009702,-0.0018419,-0.0020065,-0.0016847,0.0011929,G-raw-2h
test,z,tau,15m,T-blend,375125,632,0.078203,0.0771,0.079354,0.25686,0.25328,0.26091,-0.010468,-0.011448,-0.0094675,-0.0018044,-0.0019456,-0.0016477,0.00053449,G-raw-2h
test,z,tau,10m,T-blend,375125,632,0.076217,0.075215,0.077305,0.25076,0.24762,0.25412,-0.01078,-0.011693,-0.0098063,-0.0019776,-0.0021315,-0.00181,-8.6638e-05,G-raw-2h
test,z,tau,5m,T-blend,375125,632,0.070105,0.069034,0.071195,0.23191,0.22855,0.2354,-0.013816,-0.014721,-0.012812,-0.0028456,-0.0030133,-0.0026623,-0.0020113,G-raw-2h
test,z,tau,3m,T-blend,375125,632,0.067341,0.066351,0.068401,0.22425,0.22088,0.22774,-0.015278,-0.016252,-0.014277,-0.0033152,-0.0034995,-0.0031364,0.0004092,G-raw-2h
test,z,tau,2m,T-blend,375125,632,0.065856,0.064767,0.066908,0.21993,0.21637,0.2235,-0.016048,-0.017067,-0.015057,-0.0036153,-0.0038246,-0.0034211,-0.00012129,G-raw-2h
test,z,tau,60m,MIX-blend,375125,632,0.086122,0.084925,0.087302,0.28241,0.27857,0.28621,-0.0097551,-0.010908,-0.0085601,-0.0013309,-0.0014865,-0.0011846,-0.00027058,G-raw-2h
test,z,tau,45m,MIX-blend,375125,632,0.084359,0.083255,0.085495,0.27699,0.27351,0.28056,-0.010232,-0.011278,-0.0090932,-0.0014807,-0.001627,-0.0013457,-0.001097,G-raw-2h
test,z,tau,30m,MIX-blend,375125,632,0.083791,0.082615,0.08494,0.27446,0.27076,0.27817,-0.011849,-0.013117,-0.010619,-0.0016563,-0.0018367,-0.001477,-0.00075575,G-raw-2h
test,z,tau,20m,MIX-blend,375125,632,0.078814,0.07764,0.080008,0.25957,0.25595,0.26357,-0.01058,-0.011626,-0.0096021,-0.0018306,-0.0019925,-0.0016758,0.0011929,G-raw-2h
test,z,tau,15m,MIX-blend,375125,632,0.078221,0.07712,0.079366,0.25704,0.25349,0.26105,-0.010294,-0.01127,-0.0092689,-0.0017862,-0.0019269,-0.0016328,0.00053449,G-raw-2h
