period,model,tau_min,bin_lo,bin_hi,n,p_mean,y_mean,y_lo,y_hi,gap
test,MIX-blend,15,0.3,0.4,15816,0.35717,0.35932,0.35188,0.36683,0.0021468
test,MIX-blend,15,0.4,0.5,1996,0.41984,0.43186,0.41028,0.4537,0.012026
test,MIX-blend,15,0.5,0.6,16789,0.50953,0.5126,0.50503,0.52015,0.0030673
test,MIX-blend,15,0.6,0.7,15816,0.64283,0.64125,0.63374,0.64869,-0.0015778
test,MIX-blend,15,0.7,0.8,16573,0.7538,0.7581,0.75152,0.76456,0.0042989
test,MIX-blend,15,0.8,0.9,25683,0.85535,0.8652,0.86097,0.86932,0.0098518
test,MIX-blend,15,0.9,0.95,24560,0.92786,0.93774,0.93465,0.9407,0.0098829
test,MIX-blend,15,0.95,0.98,30510,0.96709,0.97371,0.97186,0.97545,0.0066228
test,MIX-blend,15,0.98,0.99,21548,0.9855,0.98793,0.98639,0.98931,0.0024376
test,MIX-blend,15,0.99,1,43480,0.9954,0.99561,0.99494,0.99619,0.00020542
test,MIX-blend,10,0,0.01,46100,0.004492,0.0044469,0.0038794,0.0050969,-4.513e-05
test,MIX-blend,10,0.01,0.02,21356,0.014495,0.012783,0.011362,0.01438,-0.0017121
test,MIX-blend,10,0.02,0.05,30272,0.032964,0.028706,0.026884,0.030648,-0.0042577
test,MIX-blend,10,0.05,0.1,23930,0.072129,0.063142,0.06013,0.066295,-0.0089863
test,MIX-blend,10,0.1,0.2,25147,0.14447,0.13202,0.1279,0.13626,-0.012449
test,MIX-blend,10,0.2,0.3,15958,0.24534,0.23925,0.2327,0.24593,-0.0060888
test,MIX-blend,10,0.3,0.4,15627,0.35571,0.34972,0.34228,0.35723,-0.0059954
test,MIX-blend,10,0.4,0.5,1762,0.41971,0.42281,0.39994,0.44602,0.0031089
test,MIX-blend,10,0.5,0.6,16583,0.50853,0.50877,0.50116,0.51638,0.00024255
test,MIX-blend,10,0.6,0.7,15627,0.64429,0.6467,0.63917,0.65416,0.0024118
test,MIX-blend,10,0.7,0.8,15958,0.75466,0.75849,0.75179,0.76507,0.0038329
test,MIX-blend,10,0.8,0.9,25147,0.85553,0.86376,0.85947,0.86795,0.0082339
test,MIX-blend,10,0.9,0.95,23930,0.92787,0.93774,0.9346,0.94073,0.0098638
test,MIX-blend,10,0.95,0.98,30272,0.96704,0.9743,0.97246,0.97602,0.0072637
test,MIX-blend,10,0.98,0.99,21356,0.9855,0.98853,0.98701,0.98987,0.0030232
test,MIX-blend,10,0.99,1,46100,0.99551,0.9959,0.99527,0.99644,0.0003922
test,MIX-blend,5,0,0.01,54216,0.0040684,0.0036889,0.0032126,0.0042356,-0.00037943
test,MIX-blend,5,0.01,0.02,20861,0.014481,0.011888,0.010505,0.013451,-0.002593
test,MIX-blend,5,0.02,0.05,29268,0.032897,0.028017,0.026187,0.02997,-0.0048805
test,MIX-blend,5,0.05,0.1,22702,0.07231,0.061536,0.058484,0.064737,-0.010774
test,MIX-blend,5,0.1,0.2,23195,0.14487,0.13007,0.1258,0.13446,-0.014802
test,MIX-blend,5,0.2,0.3,14023,0.2435,0.22798,0.22111,0.235,-0.015519
test,MIX-blend,5,0.3,0.4,14587,0.3493,0.33427,0.32666,0.34197,-0.015034
test,MIX-blend,5,0.4,0.5,1320,0.42124,0.39621,0.37016,0.42286,-0.025029
test,MIX-blend,5,0.5,0.6,16101,0.50646,0.49544,0.48771,0.50316,-0.011022
test,MIX-blend,5,0.6,0.7,14587,0.6507,0.64921,0.64143,0.65691,-0.0014876
test,MIX-blend,5,0.7,0.8,14023,0.7565,0.76075,0.75362,0.76774,0.0042522
test,MIX-blend,5,0.8,0.9,23195,0.85513,0.862,0.8575,0.86637,0.0068697
test,MIX-blend,5,0.9,0.95,22702,0.92769,0.93573,0.93247,0.93885,0.008043
test,MIX-blend,5,0.95,0.98,29268,0.9671,0.97451,0.97264,0.97626,0.0074088
test,MIX-blend,5,0.98,0.99,20861,0.98552,0.98854,0.98701,0.9899,0.0030244
test,MIX-blend,5,0.99,1,54216,0.99593,0.99664,0.99612,0.9971,0.00071143
test,MIX-blend,3,0,0.01,57096,0.0040391,0.004256,0.0037543,0.0048243,0.00021685
test,MIX-blend,3,0.01,0.02,21328,0.014475,0.011206,0.0098786,0.012709,-0.0032691
test,MIX-blend,3,0.02,0.05,29456,0.032855,0.027533,0.025725,0.029464,-0.0053221
test,MIX-blend,3,0.05,0.1,22108,0.072166,0.062376,0.059263,0.06564,-0.0097905
test,MIX-blend,3,0.1,0.2,22564,0.14473,0.13553,0.13112,0.14005,-0.0092032
test,MIX-blend,3,0.2,0.3,12956,0.24343,0.23804,0.23078,0.24545,-0.0053961
test,MIX-blend,3,0.3,0.4,13643,0.34482,0.33995,0.33205,0.34795,-0.0048674
test,MIX-blend,3,0.4,0.5,1013,0.42127,0.4077,0.37784,0.43825,-0.013566
test,MIX-blend,3,0.5,0.6,15810,0.50504,0.50051,0.49271,0.5083,-0.0045388
test,MIX-blend,3,0.6,0.7,13643,0.65518,0.67221,0.66429,0.68004,0.017035
test,MIX-blend,3,0.7,0.8,12956,0.75657,0.76652,0.75915,0.77372,0.0099499
test,MIX-blend,3,0.8,0.9,22564,0.85527,0.86656,0.86206,0.87093,0.011286
test,MIX-blend,3,0.9,0.95,22108,0.92783,0.93731,0.93404,0.94043,0.0094739
test,MIX-blend,3,0.95,0.98,29456,0.96715,0.97094,0.96896,0.9728,0.0037944
test,MIX-blend,3,0.98,0.99,21328,0.98552,0.98767,0.9861,0.98906,0.0021438
test,MIX-blend,3,0.99,1,57096,0.99596,0.9965,0.99598,0.99695,0.00053627
test,MIX-blend,2,0,0.01,57612,0.0041219,0.0034194,0.0029747,0.0039303,-0.00070252
test,MIX-blend,2,0.01,0.02,21959,0.014453,0.011112,0.0098082,0.012586,-0.0033418
test,MIX-blend,2,0.02,0.05,30011,0.032754,0.026524,0.024765,0.028403,-0.0062308
test,MIX-blend,2,0.05,0.1,22161,0.0721,0.064302,0.061148,0.067608,-0.0077982
test,MIX-blend,2,0.1,0.2,22321,0.14491,0.13924,0.13476,0.14384,-0.0056679
test,MIX-blend,2,0.2,0.3,12348,0.24431,0.24174,0.23427,0.24937,-0.0025751
test,MIX-blend,2,0.3,0.4,12933,0.34184,0.32924,0.32119,0.33738,-0.012609
test,MIX-blend,2,0.4,0.5,806,0.42086,0.40323,0.3699,0.43747,-0.017634
test,MIX-blend,2,0.5,0.6,15629,0.50408,0.49523,0.4874,0.50307,-0.0088481
test,MIX-blend,2,0.6,0.7,12933,0.65816,0.67216,0.66402,0.68019,0.014
test,MIX-blend,2,0.7,0.8,12348,0.75569,0.77324,0.76577,0.78054,0.017557
test,MIX-blend,2,0.8,0.9,22321,0.85509,0.86331,0.85874,0.86776,0.0082215
test,MIX-blend,2,0.9,0.95,22161,0.9279,0.93457,0.93124,0.93775,0.0066701
test,MIX-blend,2,0.95,0.98,30011,0.96725,0.97104,0.96909,0.97288,0.0037984
test,MIX-blend,2,0.98,0.99,21959,0.98555,0.98675,0.98515,0.98818,0.0012014
test,MIX-blend,2,0.99,1,57612,0.99588,0.99644,0.99592,0.9969,0.00056366
test,EMP-blend,60,0,0.01,30814,0.0063149,0.006523,0.0056836,0.0074854,0.00020807
test,EMP-blend,60,0.01,0.02,26752,0.014472,0.01327,0.011967,0.014713,-0.0012021
test,EMP-blend,60,0.02,0.05,34397,0.032473,0.032067,0.030257,0.033981,-0.0004063
test,EMP-blend,60,0.05,0.1,24747,0.071922,0.069988,0.066876,0.073234,-0.0019336
test,EMP-blend,60,0.1,0.2,25267,0.1454,0.1388,0.13459,0.14312,-0.0065993
test,EMP-blend,60,0.2,0.3,17650,0.24951,0.24487,0.23858,0.25127,-0.0046387
test,EMP-blend,60,0.3,0.4,15285,0.36012,0.3546,0.34705,0.36222,-0.0055248
test,EMP-blend,60,0.4,0.5,6635,0.43505,0.42155,0.40972,0.43348,-0.0135
test,EMP-blend,60,0.5,0.6,16079,0.51919,0.51272,0.50499,0.52044,-0.0064673
test,EMP-blend,60,0.6,0.7,16264,0.64086,0.64086,0.63346,0.6482,1.9186e-06
test,EMP-blend,60,0.7,0.8,18272,0.75169,0.75416,0.74786,0.76035,0.0024704
test,EMP-blend,60,0.8,0.9,26788,0.85479,0.85736,0.85312,0.8615,0.0025675
test,EMP-blend,60,0.9,0.95,27607,0.92855,0.92933,0.92625,0.93229,0.00078331
test,EMP-blend,60,0.95,0.98,36048,0.96714,0.9689,0.96706,0.97065,0.0017597
test,EMP-blend,60,0.98,0.99,24509,0.98547,0.9869,0.9854,0.98825,0.0014351
test,EMP-blend,60,0.99,1,28011,0.99402,0.99386,0.99287,0.99471,-0.00015736
test,EMP-blend,45,0,0.01,33384,0.0060278,0.0056913,0.0049393,0.0065571,-0.00033648
test,EMP-blend,45,0.01,0.02,26758,0.014659,0.014164,0.012816,0.015651,-0.00049499
test,EMP-blend,45,0.02,0.05,34414,0.032448,0.032603,0.030778,0.034532,0.00015455
test,EMP-blend,45,0.05,0.1,23851,0.072032,0.069179,0.066028,0.07247,-0.0028521
test,EMP-blend,45,0.1,0.2,24292,0.14506,0.13721,0.13294,0.14159,-0.0078513
test,EMP-blend,45,0.2,0.3,17511,0.25009,0.23934,0.23307,0.24571,-0.010754
test,EMP-blend,45,0.3,0.4,15897,0.36065,0.35315,0.34575,0.36061,-0.007506
test,EMP-blend,45,0.4,0.5,5440,0.43861,0.42776,0.41467,0.44095,-0.010854
test,EMP-blend,45,0.5,0.6,16164,0.51784,0.51373,0.50603,0.52144,-0.0041014
test,EMP-blend,45,0.6,0.7,16353,0.64002,0.64245,0.63507,0.64976,0.0024331
test,EMP-blend,45,0.7,0.8,17896,0.7512,0.75726,0.75093,0.76349,0.006063
test,EMP-blend,45,0.8,0.9,26726,0.85523,0.85871,0.85449,0.86284,0.0034836
test,EMP-blend,45,0.9,0.95,26413,0.92803,0.9292,0.92605,0.93223,0.0011671
test,EMP-blend,45,0.95,0.98,34009,0.96709,0.96968,0.96781,0.97145,0.0025921
test,EMP-blend,45,0.98,0.99,24697,0.98553,0.98664,0.98513,0.988,0.0011042
test,EMP-blend,45,0.99,1,31320,0.9942,0.99441,0.99352,0.99518,0.00021392
test,EMP-blend,30,0,0.01,35097,0.0054023,0.0051856,0.0044864,0.0059931,-0.00021666
test,EMP-blend,30,0.01,0.02,26358,0.014557,0.014227,0.012867,0.015729,-0.00032933
test,EMP-blend,30,0.02,0.05,34551,0.032023,0.032213,0.030403,0.034128,0.00019035
test,EMP-blend,30,0.05,0.1,22983,0.072061,0.070748,0.067504,0.074135,-0.0013134
test,EMP-blend,30,0.1,0.2,24165,0.14555,0.14029,0.13596,0.14472,-0.0052655
test,EMP-blend,30,0.2,0.3,16996,0.24885,0.24023,0.23387,0.24671,-0.0086126
test,EMP-blend,30,0.3,0.4,16266,0.35918,0.35436,0.34704,0.36174,-0.0048212
test,EMP-blend,30,0.4,0.5,12273,0.47347,0.47421,0.46539,0.48305,0.00074054
test,EMP-blend,30,0.5,0.6,10293,0.53411,0.53648,0.52684,0.5461,0.0023701
test,EMP-blend,30,0.6,0.7,16519,0.64093,0.64828,0.64097,0.65553,0.0073537
test,EMP-blend,30,0.7,0.8,17757,0.75111,0.7624,0.75609,0.76861,0.011292
test,EMP-blend,30,0.8,0.9,25519,0.85504,0.86398,0.85972,0.86813,0.0089413
test,EMP-blend,30,0.9,0.95,24457,0.92756,0.9291,0.92582,0.93225,0.0015419
test,EMP-blend,30,0.95,0.98,32105,0.96751,0.96919,0.96725,0.97103,0.0016893
test,EMP-blend,30,0.98,0.99,24277,0.98552,0.98665,0.98513,0.98802,0.0011348
test,EMP-blend,30,0.99,1,35509,0.99471,0.99459,0.99377,0.9953,-0.00011641
test,EMP-blend,20,0,0.01,40937,0.0054068,0.0051054,0.0044599,0.0058438,-0.00030141
test,EMP-blend,20,0.01,0.02,26395,0.014512,0.01379,0.012453,0.01527,-0.00072102
test,EMP-blend,20,0.02,0.05,31566,0.03249,0.031331,0.029466,0.033311,-0.001159
test,EMP-blend,20,0.05,0.1,23179,0.071972,0.07002,0.066806,0.073377,-0.001952
test,EMP-blend,20,0.1,0.2,23570,0.14469,0.14081,0.13643,0.14531,-0.0038798
test,EMP-blend,20,0.2,0.3,16321,0.24734,0.24226,0.23575,0.2489,-0.0050772
test,EMP-blend,20,0.3,0.4,15783,0.35863,0.355,0.34757,0.3625,-0.0036284
test,EMP-blend,20,0.4,0.5,8126,0.47392,0.47957,0.46872,0.49044,0.005651
test,EMP-blend,20,0.5,0.6,11070,0.51841,0.5178,0.50848,0.5271,-0.00061343
test,EMP-blend,20,0.6,0.7,15719,0.6431,0.64775,0.64025,0.65518,0.0046547
test,EMP-blend,20,0.7,0.8,16422,0.75411,0.76257,0.75601,0.76902,0.0084641
test,EMP-blend,20,0.8,0.9,24023,0.85451,0.86305,0.85864,0.86734,0.0085336
test,EMP-blend,20,0.9,0.95,22922,0.92818,0.93194,0.92861,0.93513,0.0037663
test,EMP-blend,20,0.95,0.98,31658,0.96721,0.96784,0.96584,0.96973,0.00062899
test,EMP-blend,20,0.98,0.99,24474,0.98569,0.98619,0.98465,0.98758,0.00049547
test,EMP-blend,20,0.99,1,42960,0.9949,0.99497,0.99426,0.9956,7.1912e-05
test,EMP-blend,15,0,0.01,43447,0.005489,0.0048565,0.0042451,0.0055554,-0.0006325
test,EMP-blend,15,0.01,0.02,25978,0.014341,0.014512,0.013128,0.01604,0.00017097
test,EMP-blend,15,0.02,0.05,30847,0.032738,0.031964,0.030059,0.033986,-0.00077388
test,EMP-blend,15,0.05,0.1,22023,0.071755,0.068247,0.064991,0.071653,-0.0035079
test,EMP-blend,15,0.1,0.2,22951,0.14524,0.13638,0.132,0.14088,-0.0088618
test,EMP-blend,15,0.2,0.3,16215,0.24792,0.24002,0.23351,0.24666,-0.0078988
test,EMP-blend,15,0.3,0.4,15723,0.35991,0.35292,0.34549,0.36043,-0.0069833
test,EMP-blend,15,0.4,0.5,8693,0.46851,0.47579,0.4653,0.48629,0.0072738
test,EMP-blend,15,0.5,0.6,12178,0.52471,0.52521,0.51633,0.53407,0.00049569
test,EMP-blend,15,0.6,0.7,15811,0.64081,0.64866,0.64119,0.65607,0.0078533
test,EMP-blend,15,0.7,0.8,16316,0.75167,0.76459,0.75802,0.77103,0.012914
test,EMP-blend,15,0.8,0.9,23310,0.85476,0.86401,0.85955,0.86835,0.0092456
test,EMP-blend,15,0.9,0.95,22779,0.92808,0.93248,0.92915,0.93567,0.0043993
test,EMP-blend,15,0.95,0.98,30089,0.96726,0.97119,0.96923,0.97302,0.0039266
test,EMP-blend,15,0.98,0.99,23890,0.98565,0.98698,0.98546,0.98834,0.0013303
test,EMP-blend,15,0.99,1,44875,0.99489,0.99543,0.99476,0.99601,0.00053734
test,EMP-blend,10,0,0.01,47541,0.0046812,0.0045014,0.0039384,0.0051445,-0.00017978
test,EMP-blend,10,0.01,0.02,22105,0.014576,0.013617,0.012171,0.015231,-0.00095966
test,EMP-blend,10,0.02,0.05,30245,0.032904,0.030683,0.028798,0.032687,-0.0022209
test,EMP-blend,10,0.05,0.1,22857,0.071784,0.066588,0.063428,0.069893,-0.0051958
test,EMP-blend,10,0.1,0.2,23600,0.14498,0.13305,0.12878,0.13744,-0.011926
test,EMP-blend,10,0.2,0.3,15879,0.24623,0.23433,0.22781,0.24099,-0.011897
test,EMP-blend,10,0.3,0.4,15790,0.35737,0.34712,0.33973,0.35458,-0.010252
test,EMP-blend,10,0.4,0.5,8567,0.47617,0.48068,0.47011,0.49127,0.0045112
test,EMP-blend,10,0.5,0.6,10608,0.52017,0.51763,0.50811,0.52713,-0.0025463
test,EMP-blend,10,0.6,0.7,15984,0.6436,0.65246,0.64505,0.65981,0.0088634
test,EMP-blend,10,0.7,0.8,16211,0.75214,0.76282,0.75621,0.7693,0.010677
test,EMP-blend,10,0.8,0.9,22991,0.85503,0.86434,0.85985,0.8687,0.0093128
test,EMP-blend,10,0.9,0.95,22237,0.92797,0.93439,0.93106,0.93757,0.0064217
test,EMP-blend,10,0.95,0.98,29645,0.96738,0.97112,0.96916,0.97297,0.0037421
test,EMP-blend,10,0.98,0.99,23612,0.98549,0.98797,0.9865,0.98929,0.0024802
test,EMP-blend,10,0.99,1,47253,0.99508,0.99575,0.99512,0.99629,0.00066362
test,EMP-blend,5,0,0.01,56465,0.0043512,0.0037722,0.0032993,0.0043127,-0.00057894
test,EMP-blend,5,0.01,0.02,21657,0.014537,0.014083,0.012598,0.015741,-0.00045427
test,EMP-blend,5,0.02,0.05,28810,0.032717,0.029816,0.027914,0.031844,-0.0029012
test,EMP-blend,5,0.05,0.1,21291,0.072484,0.065239,0.062,0.068635,-0.0072454
test,EMP-blend,5,0.1,0.2,22523,0.14506,0.13409,0.1297,0.1386,-0.010975
test,EMP-blend,5,0.2,0.3,13789,0.24375,0.23127,0.22431,0.23838,-0.012479
test,EMP-blend,5,0.3,0.4,14606,0.34747,0.33493,0.32732,0.34263,-0.012543
test,EMP-blend,5,0.4,0.5,14570,0.48679,0.48504,0.47693,0.49316,-0.0017491
test,EMP-blend,5,0.5,0.6,3442,0.55201,0.54648,0.52981,0.56305,-0.005522
test,EMP-blend,5,0.6,0.7,14898,0.64672,0.65317,0.64549,0.66078,0.0064559
test,EMP-blend,5,0.7,0.8,14481,0.75501,0.77149,0.76458,0.77826,0.01648
test,EMP-blend,5,0.8,0.9,22493,0.85461,0.86845,0.86397,0.8728,0.013837
test,EMP-blend,5,0.9,0.95,19985,0.92721,0.9357,0.93222,0.93902,0.0084886
test,EMP-blend,5,0.95,0.98,29082,0.96773,0.97239,0.97044,0.97421,0.0046535
test,EMP-blend,5,0.98,0.99,21250,0.98555,0.98805,0.9865,0.98942,0.0024922
test,EMP-blend,5,0.99,1,55783,0.99565,0.99638,0.99585,0.99684,0.00072693
test,EMP-blend,3,0,0.01,62021,0.0046223,0.0045952,0.0040928,0.005159,-2.7041e-05
test,EMP-blend,3,0.01,0.02,20784,0.014248,0.013568,0.012083,0.015233,-0.00067945
test,EMP-blend,3,0.02,0.05,27984,0.032853,0.030053,0.028116,0.032119,-0.0027997
test,EMP-blend,3,0.05,0.1,20102,0.072069,0.067008,0.063634,0.070548,-0.005061
test,EMP-blend,3,0.1,0.2,21014,0.14523,0.13481,0.13026,0.1395,-0.010412
test,EMP-blend,3,0.2,0.3,13180,0.24358,0.23574,0.22857,0.24306,-0.0078415
test,EMP-blend,3,0.3,0.4,14122,0.34525,0.33933,0.33156,0.34718,-0.0059215
test,EMP-blend,3,0.4,0.5,5928,0.4803,0.4919,0.47919,0.50463,0.0116
test,EMP-blend,3,0.5,0.6,10875,0.51202,0.4971,0.48771,0.5065,-0.014913
test,EMP-blend,3,0.6,0.7,13820,0.65516,0.67301,0.66514,0.68078,0.017846
test,EMP-blend,3,0.7,0.8,13853,0.75582,0.7711,0.76403,0.77802,0.015272
test,EMP-blend,3,0.8,0.9,22815,0.85471,0.8714,0.86699,0.87568,0.016688
test,EMP-blend,3,0.9,0.95,22217,0.92804,0.93991,0.93671,0.94296,0.011867
test,EMP-blend,3,0.95,0.98,28237,0.96689,0.97209,0.97011,0.97395,0.0052021
test,EMP-blend,3,0.98,0.99,20163,0.98568,0.98765,0.98603,0.98908,0.0019666
test,EMP-blend,3,0.99,1,58010,0.99579,0.99635,0.99582,0.9968,0.00055802
test,EMP-blend,2,0,0.01,62672,0.0041804,0.0039252,0.0034651,0.0044461,-0.0002552
test,EMP-blend,2,0.01,0.02,21982,0.014256,0.01292,0.01151,0.0145,-0.001336
test,EMP-blend,2,0.02,0.05,26573,0.032608,0.029579,0.027609,0.031685,-0.0030293
test,EMP-blend,2,0.05,0.1,20509,0.072513,0.065581,0.062274,0.069051,-0.0069316
test,EMP-blend,2,0.1,0.2,21494,0.14564,0.13771,0.13317,0.14238,-0.0079235
test,EMP-blend,2,0.2,0.3,13244,0.24421,0.23739,0.23022,0.24471,-0.0068207
test,EMP-blend,2,0.3,0.4,13089,0.33941,0.33104,0.32303,0.33915,-0.0083646
test,EMP-blend,2,0.4,0.5,7034,0.48717,0.49133,0.47965,0.50301,0.004158
test,EMP-blend,2,0.5,0.6,9245,0.51021,0.49324,0.48305,0.50343,-0.016971
test,EMP-blend,2,0.6,0.7,13432,0.65627,0.6757,0.66773,0.68357,0.019429
test,EMP-blend,2,0.7,0.8,13142,0.75499,0.77682,0.76962,0.78386,0.021834
test,EMP-blend,2,0.8,0.9,22100,0.85537,0.86937,0.86486,0.87375,0.014001
test,EMP-blend,2,0.9,0.95,21863,0.9277,0.93729,0.934,0.94043,0.0095914
test,EMP-blend,2,0.95,0.98,31482,0.96731,0.97202,0.97014,0.97378,0.0047041
test,EMP-blend,2,0.98,0.99,23104,0.98552,0.98797,0.98648,0.98929,0.002449
test,EMP-blend,2,0.99,1,54160,0.99568,0.99679,0.99627,0.99723,0.0011064
