period,model,tau_min,bin_lo,bin_hi,n,p_mean,y_mean,y_lo,y_hi,gap
validation,T-blend,60,0.01,0.02,15923,0.014587,0.014068,0.012352,0.016018,-0.00051959
validation,T-blend,60,0.02,0.05,22291,0.032571,0.033377,0.031098,0.035816,0.00080602
validation,T-blend,60,0.05,0.1,15339,0.071895,0.073864,0.069831,0.078111,0.0019687
validation,T-blend,60,0.1,0.2,14683,0.14454,0.15923,0.1534,0.16524,0.014691
validation,T-blend,60,0.2,0.3,8978,0.24619,0.26621,0.25717,0.27545,0.020012
validation,T-blend,60,0.3,0.4,8584,0.35609,0.37651,0.36632,0.38682,0.020422
validation,T-blend,60,0.4,0.5,961,0.4098,0.43392,0.40291,0.46546,0.024127
validation,T-blend,60,0.5,0.6,9343,0.50928,0.51836,0.50822,0.52848,0.0090778
validation,T-blend,60,0.6,0.7,8584,0.64391,0.64469,0.6345,0.65475,0.00078068
validation,T-blend,60,0.7,0.8,8978,0.75381,0.75139,0.74235,0.76022,-0.0024135
validation,T-blend,60,0.8,0.9,14683,0.85546,0.85269,0.84686,0.85833,-0.0027722
validation,T-blend,60,0.9,0.95,15339,0.9281,0.92372,0.91942,0.92782,-0.0043808
validation,T-blend,60,0.95,0.98,22291,0.96743,0.966,0.96353,0.9683,-0.0014341
validation,T-blend,60,0.98,0.99,15923,0.98541,0.98556,0.98358,0.9873,0.00014278
validation,T-blend,60,0.99,1,13825,0.99364,0.99298,0.99145,0.99424,-0.00065841
validation,T-blend,45,0,0.01,14536,0.0062373,0.0072234,0.005971,0.0087362,0.00098619
validation,T-blend,45,0.01,0.02,15227,0.01458,0.013857,0.012119,0.01584,-0.00072313
validation,T-blend,45,0.02,0.05,21703,0.032558,0.029397,0.027232,0.031729,-0.0031607
validation,T-blend,45,0.05,0.1,15279,0.071905,0.069049,0.065136,0.073178,-0.0028565
validation,T-blend,45,0.1,0.2,14795,0.14465,0.14944,0.14379,0.15528,0.004792
validation,T-blend,45,0.2,0.3,9277,0.247,0.26258,0.25373,0.27164,0.015588
validation,T-blend,45,0.3,0.4,8649,0.35731,0.37507,0.36493,0.38533,0.017759
validation,T-blend,45,0.4,0.5,1118,0.41055,0.41234,0.38384,0.44145,0.0017933
validation,T-blend,45,0.5,0.6,9500,0.51053,0.51747,0.50742,0.52751,0.0069468
validation,T-blend,45,0.6,0.7,8649,0.64269,0.64562,0.63548,0.65564,0.0029369
validation,T-blend,45,0.7,0.8,9277,0.753,0.7496,0.74068,0.75831,-0.0034073
validation,T-blend,45,0.8,0.9,14795,0.85535,0.85259,0.84678,0.85821,-0.0027643
validation,T-blend,45,0.9,0.95,15279,0.92809,0.92774,0.92353,0.93174,-0.00035055
validation,T-blend,45,0.95,0.98,21703,0.96744,0.96719,0.96474,0.96948,-0.00024893
validation,T-blend,45,0.98,0.99,15227,0.98542,0.98759,0.9857,0.98923,0.0021679
validation,T-blend,45,0.99,1,14536,0.99376,0.9945,0.99316,0.99558,0.00073368
validation,T-blend,30,0,0.01,17579,0.0057585,0.0058593,0.004834,0.0071005,0.00010075
validation,T-blend,30,0.01,0.02,14549,0.014545,0.012853,0.011147,0.014816,-0.0016921
validation,T-blend,30,0.02,0.05,20220,0.032684,0.028338,0.026139,0.030717,-0.0043459
validation,T-blend,30,0.05,0.1,14634,0.072051,0.064917,0.061039,0.069024,-0.0071336
validation,T-blend,30,0.1,0.2,14481,0.14457,0.14308,0.13748,0.14888,-0.0014856
validation,T-blend,30,0.2,0.3,9303,0.24688,0.25293,0.2442,0.26186,0.0060481
validation,T-blend,30,0.3,0.4,8632,0.35695,0.36342,0.35333,0.37362,0.0064614
validation,T-blend,30,0.4,0.5,1186,0.41242,0.41315,0.38545,0.44141,0.00073573
validation,T-blend,30,0.5,0.6,9568,0.51086,0.50732,0.4973,0.51733,-0.0035402
validation,T-blend,30,0.6,0.7,8632,0.64305,0.63612,0.62591,0.64621,-0.0069248
validation,T-blend,30,0.7,0.8,9303,0.75312,0.74481,0.73585,0.75357,-0.0083055
validation,T-blend,30,0.8,0.9,14481,0.85543,0.84601,0.84003,0.85179,-0.0094253
validation,T-blend,30,0.9,0.95,14634,0.92795,0.9277,0.92339,0.93179,-0.00024648
validation,T-blend,30,0.95,0.98,20220,0.96732,0.96815,0.96564,0.97048,0.0008345
validation,T-blend,30,0.98,0.99,14549,0.98545,0.98577,0.98372,0.98757,0.00031747
validation,T-blend,30,0.99,1,17579,0.99424,0.9934,0.99209,0.99449,-0.00084027
validation,T-blend,20,0,0.01,19832,0.0057626,0.0051936,0.0042846,0.0062943,-0.000569
validation,T-blend,20,0.01,0.02,15153,0.014467,0.013265,0.011563,0.015214,-0.0012028
validation,T-blend,20,0.02,0.05,19996,0.032549,0.029856,0.027586,0.032307,-0.0026928
validation,T-blend,20,0.05,0.1,14042,0.071847,0.071001,0.06687,0.075368,-0.0008459
validation,T-blend,20,0.1,0.2,13836,0.14438,0.14491,0.13914,0.15088,0.00052745
validation,T-blend,20,0.2,0.3,8551,0.24553,0.24886,0.23981,0.25814,0.0033272
validation,T-blend,20,0.3,0.4,8438,0.35533,0.36383,0.35363,0.37416,0.008496
validation,T-blend,20,0.4,0.5,736,0.41158,0.45109,0.41548,0.4872,0.039508
validation,T-blend,20,0.5,0.6,9118,0.50714,0.50844,0.49818,0.5187,0.0013075
validation,T-blend,20,0.6,0.7,8438,0.64467,0.64648,0.63622,0.65661,0.0018145
validation,T-blend,20,0.7,0.8,8551,0.75447,0.75441,0.74518,0.76342,-5.2737e-05
validation,T-blend,20,0.8,0.9,13836,0.85562,0.85444,0.84846,0.86022,-0.0011779
validation,T-blend,20,0.9,0.95,14042,0.92815,0.92921,0.92485,0.93334,0.0010595
validation,T-blend,20,0.95,0.98,19996,0.96745,0.97104,0.96863,0.97328,0.003593
validation,T-blend,20,0.98,0.99,15153,0.98553,0.98865,0.98683,0.99022,0.0031166
validation,T-blend,20,0.99,1,19832,0.99424,0.99269,0.9914,0.99378,-0.0015488
validation,T-blend,15,0,0.01,21687,0.0053639,0.005441,0.0045458,0.0065115,7.7195e-05
validation,T-blend,15,0.01,0.02,14121,0.014457,0.010764,0.0091902,0.012604,-0.0036934
validation,T-blend,15,0.02,0.05,18906,0.032604,0.028986,0.026688,0.031474,-0.003618
validation,T-blend,15,0.05,0.1,13738,0.072008,0.065585,0.061565,0.069847,-0.0064239
validation,T-blend,15,0.1,0.2,13812,0.14463,0.14545,0.13967,0.15143,0.00082209
validation,T-blend,15,0.2,0.3,8873,0.24641,0.25561,0.24664,0.26479,0.0091962
validation,T-blend,15,0.3,0.4,8540,0.35685,0.37037,0.36019,0.38067,0.013522
validation,T-blend,15,0.4,0.5,907,0.41208,0.43771,0.40575,0.47019,0.025623
validation,T-blend,15,0.5,0.6,9289,0.50858,0.51276,0.50259,0.52291,0.0041727
validation,T-blend,15,0.6,0.7,8540,0.64315,0.63372,0.62345,0.64388,-0.0094238
validation,T-blend,15,0.7,0.8,8873,0.75359,0.74484,0.73567,0.75381,-0.0087454
validation,T-blend,15,0.8,0.9,13812,0.85537,0.85578,0.84982,0.86154,0.00040872
validation,T-blend,15,0.9,0.95,13738,0.92799,0.92917,0.92476,0.93335,0.001183
validation,T-blend,15,0.95,0.98,18906,0.9674,0.96937,0.96682,0.97174,0.0019783
validation,T-blend,15,0.98,0.99,14121,0.98554,0.98704,0.98504,0.98878,0.001498
validation,T-blend,15,0.99,1,21687,0.99464,0.99396,0.99284,0.99491,-0.00067663
validation,T-blend,10,0,0.01,23219,0.0051842,0.0041776,0.003426,0.0050932,-0.0010066
validation,T-blend,10,0.01,0.02,13703,0.014489,0.012479,0.010752,0.014479,-0.0020101
validation,T-blend,10,0.02,0.05,18404,0.032717,0.030809,0.028408,0.033405,-0.0019083
validation,T-blend,10,0.05,0.1,13389,0.072011,0.069759,0.065566,0.074198,-0.0022526
validation,T-blend,10,0.1,0.2,13720,0.14455,0.14847,0.14262,0.15452,0.0039244
validation,T-blend,10,0.2,0.3,8677,0.24594,0.25723,0.24814,0.26653,0.011294
validation,T-blend,10,0.3,0.4,8498,0.3554,0.36856,0.35836,0.37887,0.013153
validation,T-blend,10,0.4,0.5,974,0.4123,0.42813,0.3974,0.45943,0.015826
validation,T-blend,10,0.5,0.6,9356,0.50913,0.51496,0.50483,0.52508,0.0058342
validation,T-blend,10,0.6,0.7,8498,0.6446,0.64756,0.63734,0.65765,0.0029685
validation,T-blend,10,0.7,0.8,8677,0.75406,0.75418,0.74501,0.76312,0.00011562
validation,T-blend,10,0.8,0.9,13720,0.85545,0.86042,0.85452,0.86612,0.0049678
validation,T-blend,10,0.9,0.95,13389,0.92799,0.93076,0.92634,0.93494,0.0027754
validation,T-blend,10,0.95,0.98,18404,0.96728,0.96745,0.96479,0.96992,0.00016951
validation,T-blend,10,0.98,0.99,13703,0.98551,0.98438,0.98217,0.98633,-0.0011278
validation,T-blend,10,0.99,1,23219,0.99482,0.99397,0.99289,0.99489,-0.0008453
validation,T-blend,5,0,0.01,26997,0.0047799,0.0041116,0.0034156,0.0049486,-0.00066829
validation,T-blend,5,0.01,0.02,13220,0.014443,0.011422,0.0097473,0.013381,-0.0030205
validation,T-blend,5,0.02,0.05,17521,0.032662,0.029165,0.026775,0.031762,-0.003497
validation,T-blend,5,0.05,0.1,12665,0.072126,0.068456,0.064188,0.072986,-0.0036697
validation,T-blend,5,0.1,0.2,12946,0.1445,0.14429,0.13834,0.15045,-0.00021032
validation,T-blend,5,0.2,0.3,8168,0.24442,0.24902,0.23976,0.25852,0.0045997
validation,T-blend,5,0.3,0.4,8306,0.35314,0.36058,0.35032,0.37097,0.0074456
validation,T-blend,5,0.4,0.5,761,0.41182,0.42181,0.3872,0.45721,0.0099968
validation,T-blend,5,0.5,0.6,9143,0.50734,0.51187,0.50162,0.52211,0.0045272
validation,T-blend,5,0.6,0.7,8306,0.64686,0.65266,0.64235,0.66283,0.0057978
validation,T-blend,5,0.7,0.8,8168,0.75558,0.75588,0.74644,0.76507,0.00029743
validation,T-blend,5,0.8,0.9,12946,0.8555,0.85424,0.84806,0.86021,-0.0012573
validation,T-blend,5,0.9,0.95,12665,0.92787,0.9302,0.92563,0.93451,0.0023274
validation,T-blend,5,0.95,0.98,17521,0.96734,0.96969,0.96705,0.97213,0.0023555
validation,T-blend,5,0.98,0.99,13220,0.98556,0.98608,0.98394,0.98794,0.00052432
validation,T-blend,5,0.99,1,26997,0.99522,0.99511,0.99421,0.99588,-0.00010957
validation,T-blend,3,0,0.01,30199,0.0044792,0.0037418,0.0031135,0.0044964,-0.00073739
validation,T-blend,3,0.01,0.02,12966,0.014438,0.012957,0.01115,0.015053,-0.0014814
validation,T-blend,3,0.02,0.05,16685,0.03266,0.031525,0.02898,0.034286,-0.0011345
validation,T-blend,3,0.05,0.1,12100,0.072164,0.072397,0.067914,0.077151,0.00023273
validation,T-blend,3,0.1,0.2,12371,0.14478,0.14793,0.14178,0.15429,0.003145
validation,T-blend,3,0.2,0.3,7561,0.24336,0.25155,0.2419,0.26146,0.0081901
validation,T-blend,3,0.3,0.4,8102,0.35006,0.35646,0.3461,0.36695,0.0063936
validation,T-blend,3,0.4,0.5,600,0.41143,0.435,0.39587,0.47496,0.023566
validation,T-blend,3,0.5,0.6,8982,0.50592,0.50768,0.49734,0.51802,0.0017658
validation,T-blend,3,0.6,0.7,8102,0.64994,0.65712,0.64671,0.66738,0.0071833
validation,T-blend,3,0.7,0.8,7561,0.75664,0.76048,0.75073,0.76997,0.0038453
validation,T-blend,3,0.8,0.9,12371,0.85522,0.8545,0.84817,0.8606,-0.00072
validation,T-blend,3,0.9,0.95,12100,0.92784,0.92579,0.92098,0.93032,-0.0020509
validation,T-blend,3,0.95,0.98,16685,0.96734,0.96722,0.9644,0.96981,-0.00012407
validation,T-blend,3,0.98,0.99,12966,0.98556,0.98658,0.98445,0.98842,0.0010186
validation,T-blend,3,0.99,1,30199,0.99552,0.99589,0.99511,0.99655,0.00037314
validation,T-blend,2,0,0.01,30131,0.0046581,0.0037835,0.0031507,0.0045428,-0.00087466
validation,T-blend,2,0.01,0.02,13404,0.01442,0.012981,0.0112,0.015042,-0.0014385
validation,T-blend,2,0.02,0.05,17005,0.032515,0.034402,0.031766,0.037248,0.001887
validation,T-blend,2,0.05,0.1,12149,0.071921,0.074327,0.069796,0.079127,0.0024062
validation,T-blend,2,0.1,0.2,12224,0.14458,0.14774,0.14156,0.15414,0.0031612
validation,T-blend,2,0.2,0.3,7235,0.24259,0.24437,0.2346,0.2544,0.0017808
validation,T-blend,2,0.3,0.4,7946,0.34782,0.34823,0.33783,0.35877,0.00040934
validation,T-blend,2,0.4,0.5,490,0.41093,0.42653,0.38348,0.47073,0.015597
validation,T-blend,2,0.5,0.6,8872,0.50492,0.50575,0.49534,0.51615,0.00082929
validation,T-blend,2,0.6,0.7,7946,0.65218,0.65782,0.64731,0.66817,0.0056314
validation,T-blend,2,0.7,0.8,7235,0.75741,0.75549,0.74546,0.76526,-0.001919
validation,T-blend,2,0.8,0.9,12224,0.85542,0.85447,0.8481,0.86061,-0.00095246
validation,T-blend,2,0.9,0.95,12149,0.92808,0.92855,0.92384,0.933,0.00047467
validation,T-blend,2,0.95,0.98,17005,0.96749,0.96854,0.96581,0.97106,0.0010533
validation,T-blend,2,0.98,0.99,13404,0.98558,0.98411,0.98185,0.98609,-0.001471
validation,T-blend,2,0.99,1,30131,0.99534,0.99492,0.99405,0.99566,-0.00041969
validation,MIX-blend,60,0,0.01,13216,0.0059448,0.0083989,0.0069796,0.010104,0.0024541
validation,MIX-blend,60,0.01,0.02,13988,0.014685,0.012439,0.010732,0.014414,-0.002246
validation,MIX-blend,60,0.02,0.05,22135,0.032887,0.030043,0.027874,0.032375,-0.0028441
validation,MIX-blend,60,0.05,0.1,16501,0.071988,0.067269,0.063547,0.071192,-0.0047198
validation,MIX-blend,60,0.1,0.2,15962,0.14433,0.15293,0.14743,0.15859,0.0085948
validation,MIX-blend,60,0.2,0.3,9350,0.24565,0.2646,0.25576,0.27364,0.018944
validation,MIX-blend,60,0.3,0.4,8656,0.35494,0.37927,0.36911,0.38955,0.024333
validation,MIX-blend,60,0.4,0.5,776,0.4093,0.4317,0.39727,0.4668,0.022404
validation,MIX-blend,60,0.5,0.6,9158,0.50769,0.5166,0.50636,0.52682,0.0089118
validation,MIX-blend,60,0.6,0.7,8656,0.64506,0.64233,0.63217,0.65236,-0.0027291
validation,MIX-blend,60,0.7,0.8,9350,0.75435,0.75251,0.74366,0.76116,-0.0018316
validation,MIX-blend,60,0.8,0.9,15962,0.85567,0.8581,0.8526,0.86343,0.0024314
validation,MIX-blend,60,0.9,0.95,16501,0.92801,0.93103,0.92707,0.9348,0.0030229
validation,MIX-blend,60,0.95,0.98,22135,0.96711,0.96919,0.96683,0.97139,0.0020761
validation,MIX-blend,60,0.98,0.99,13988,0.98531,0.98706,0.98505,0.9888,0.0017456
validation,MIX-blend,60,0.99,1,13216,0.99406,0.99266,0.99106,0.99398,-0.0013948
validation,MIX-blend,45,0,0.01,13294,0.0059095,0.0072965,0.0059853,0.0088924,0.001387
validation,MIX-blend,45,0.01,0.02,13715,0.01468,0.011958,0.01027,0.013918,-0.0027222
validation,MIX-blend,45,0.02,0.05,21759,0.032908,0.027299,0.025216,0.029549,-0.0056094
validation,MIX-blend,45,0.05,0.1,16478,0.07205,0.061658,0.058087,0.065434,-0.010392
validation,MIX-blend,45,0.1,0.2,16044,0.1445,0.14379,0.13845,0.14931,-0.00070415
validation,MIX-blend,45,0.2,0.3,9632,0.24648,0.25986,0.2512,0.26872,0.013384
validation,MIX-blend,45,0.3,0.4,8713,0.35627,0.37679,0.36667,0.38702,0.020524
validation,MIX-blend,45,0.4,0.5,949,0.41,0.41834,0.38734,0.44999,0.008333
validation,MIX-blend,45,0.5,0.6,9331,0.50915,0.5157,0.50556,0.52583,0.0065472
validation,MIX-blend,45,0.6,0.7,8713,0.64373,0.6441,0.63398,0.65408,0.0003648
validation,MIX-blend,45,0.7,0.8,9632,0.75352,0.74907,0.74031,0.75762,-0.0044555
validation,MIX-blend,45,0.8,0.9,16044,0.8555,0.85976,0.8543,0.86505,0.0042569
validation,MIX-blend,45,0.9,0.95,16478,0.92795,0.93337,0.92946,0.93707,0.0054161
validation,MIX-blend,45,0.95,0.98,21759,0.96709,0.97095,0.96864,0.9731,0.003863
validation,MIX-blend,45,0.98,0.99,13715,0.98532,0.98935,0.98749,0.99094,0.0040346
validation,MIX-blend,45,0.99,1,13294,0.99409,0.99436,0.99293,0.9955,0.00026786
validation,MIX-blend,30,0,0.01,15935,0.0054926,0.0056479,0.0045976,0.0069366,0.00015537
validation,MIX-blend,30,0.01,0.02,13337,0.014639,0.011772,0.010077,0.013748,-0.0028677
validation,MIX-blend,30,0.02,0.05,20518,0.032908,0.02432,0.0223,0.026519,-0.0085881
validation,MIX-blend,30,0.05,0.1,15772,0.072085,0.059726,0.056134,0.063533,-0.012358
validation,MIX-blend,30,0.1,0.2,15633,0.14434,0.13727,0.13197,0.14276,-0.0070691
validation,MIX-blend,30,0.2,0.3,9651,0.24653,0.2521,0.24354,0.26086,0.0055669
validation,MIX-blend,30,0.3,0.4,8697,0.35628,0.36231,0.35227,0.37247,0.0060289
validation,MIX-blend,30,0.4,0.5,1041,0.41234,0.42939,0.39964,0.45967,0.017055
validation,MIX-blend,30,0.5,0.6,9423,0.50968,0.50716,0.49707,0.51725,-0.0025208
validation,MIX-blend,30,0.6,0.7,8697,0.64372,0.63355,0.62337,0.64362,-0.010168
validation,MIX-blend,30,0.7,0.8,9651,0.75347,0.74604,0.73726,0.75462,-0.007432
validation,MIX-blend,30,0.8,0.9,15633,0.85566,0.85185,0.8462,0.85733,-0.0038053
validation,MIX-blend,30,0.9,0.95,15772,0.92792,0.93393,0.92995,0.93771,0.0060181
validation,MIX-blend,30,0.95,0.98,20518,0.96709,0.97227,0.96993,0.97443,0.0051765
validation,MIX-blend,30,0.98,0.99,13337,0.98536,0.9871,0.98504,0.98888,0.001743
validation,MIX-blend,30,0.99,1,15935,0.99451,0.99354,0.99217,0.99467,-0.00097119
validation,MIX-blend,20,0,0.01,18580,0.0054209,0.005113,0.0041848,0.0062458,-0.00030787
validation,MIX-blend,20,0.01,0.02,13966,0.014562,0.011528,0.0098871,0.013438,-0.0030343
validation,MIX-blend,20,0.02,0.05,20227,0.03282,0.026845,0.024706,0.029164,-0.0059745
validation,MIX-blend,20,0.05,0.1,15093,0.072,0.065328,0.061496,0.069382,-0.0066716
validation,MIX-blend,20,0.1,0.2,14875,0.14434,0.14071,0.13521,0.14639,-0.0036294
validation,MIX-blend,20,0.2,0.3,8785,0.24498,0.24895,0.24002,0.2581,0.0039684
validation,MIX-blend,20,0.3,0.4,8424,0.35366,0.36574,0.35552,0.37608,0.012079
validation,MIX-blend,20,0.4,0.5,634,0.41078,0.45268,0.41434,0.4916,0.041901
validation,MIX-blend,20,0.5,0.6,9016,0.50627,0.50754,0.49722,0.51786,0.0012683
validation,MIX-blend,20,0.6,0.7,8424,0.64634,0.64554,0.63526,0.65568,-0.00080166
validation,MIX-blend,20,0.7,0.8,8785,0.75502,0.7539,0.74478,0.76279,-0.0011227
validation,MIX-blend,20,0.8,0.9,14875,0.85566,0.85849,0.85279,0.864,0.0028226
validation,MIX-blend,20,0.9,0.95,15093,0.928,0.93427,0.93021,0.93812,0.0062741
validation,MIX-blend,20,0.95,0.98,20227,0.96718,0.97503,0.97279,0.9771,0.0078531
validation,MIX-blend,20,0.98,0.99,13966,0.98544,0.98926,0.98741,0.99084,0.0038219
validation,MIX-blend,20,0.99,1,18580,0.99458,0.99306,0.99176,0.99415,-0.0015221
validation,MIX-blend,15,0,0.01,19279,0.0052236,0.0053426,0.0044075,0.0064748,0.00011901
validation,MIX-blend,15,0.01,0.02,13326,0.014555,0.0097554,0.0082222,0.011571,-0.0047998
validation,MIX-blend,15,0.02,0.05,19445,0.03285,0.023708,0.021662,0.025942,-0.0091423
validation,MIX-blend,15,0.05,0.1,14815,0.07202,0.060007,0.056295,0.063946,-0.012013
validation,MIX-blend,15,0.1,0.2,14948,0.14437,0.13741,0.13198,0.14302,-0.0069647
validation,MIX-blend,15,0.2,0.3,9298,0.24643,0.25285,0.24412,0.26179,0.0064178
validation,MIX-blend,15,0.3,0.4,8600,0.35657,0.36953,0.35939,0.37979,0.012966
validation,MIX-blend,15,0.4,0.5,873,0.41194,0.44674,0.41406,0.47988,0.034795
validation,MIX-blend,15,0.5,0.6,9255,0.50831,0.51313,0.50294,0.5233,0.0048216
validation,MIX-blend,15,0.6,0.7,8600,0.64343,0.63326,0.62301,0.64338,-0.010175
validation,MIX-blend,15,0.7,0.8,9298,0.75357,0.74887,0.73995,0.75758,-0.004697
validation,MIX-blend,15,0.8,0.9,14948,0.85563,0.86199,0.85637,0.86742,0.0063626
validation,MIX-blend,15,0.9,0.95,14815,0.92798,0.93675,0.93272,0.94056,0.0087731
validation,MIX-blend,15,0.95,0.98,19445,0.96715,0.97382,0.97148,0.97598,0.0066738
validation,MIX-blend,15,0.98,0.99,13326,0.98544,0.98799,0.986,0.98971,0.0025486
validation,MIX-blend,15,0.99,1,19279,0.99478,0.99419,0.99301,0.99517,-0.00058584
validation,MIX-blend,10,0,0.01,21868,0.0049402,0.0039784,0.0032268,0.0049043,-0.00096175
validation,MIX-blend,10,0.01,0.02,12803,0.014525,0.011638,0.0099211,0.013648,-0.0028875
validation,MIX-blend,10,0.02,0.05,18737,0.032816,0.026472,0.024268,0.028869,-0.0063442
validation,MIX-blend,10,0.05,0.1,14260,0.071991,0.065147,0.061213,0.069316,-0.0068442
validation,MIX-blend,10,0.1,0.2,14572,0.14442,0.14459,0.13898,0.1504,0.000168
validation,MIX-blend,10,0.2,0.3,8933,0.24572,0.25635,0.2474,0.26551,0.010638
validation,MIX-blend,10,0.3,0.4,8522,0.35479,0.36916,0.35898,0.37946,0.014369
validation,MIX-blend,10,0.4,0.5,889,0.4121,0.43082,0.39864,0.4636,0.018721
validation,MIX-blend,10,0.5,0.6,9271,0.50843,0.51483,0.50465,0.525,0.0064025
validation,MIX-blend,10,0.6,0.7,8522,0.64521,0.64633,0.63611,0.65641,0.0011199
validation,MIX-blend,10,0.7,0.8,8933,0.75428,0.75495,0.74593,0.76376,0.00066867
validation,MIX-blend,10,0.8,0.9,14572,0.85558,0.86419,0.85853,0.86966,0.008616
validation,MIX-blend,10,0.9,0.95,14260,0.92801,0.93541,0.93126,0.93933,0.0074052
validation,MIX-blend,10,0.95,0.98,18737,0.96718,0.97017,0.96763,0.97251,0.0029819
validation,MIX-blend,10,0.98,0.99,12803,0.98547,0.98641,0.98425,0.98827,0.00093479
validation,MIX-blend,10,0.99,1,21868,0.99506,0.99419,0.99309,0.99512,-0.00086741
validation,MIX-blend,5,0,0.01,25862,0.0045287,0.00406,0.0033552,0.0049121,-0.0004687
validation,MIX-blend,5,0.01,0.02,12589,0.014518,0.010724,0.0090678,0.012678,-0.0037944
validation,MIX-blend,5,0.02,0.05,17788,0.032827,0.026591,0.024327,0.029059,-0.0062359
validation,MIX-blend,5,0.05,0.1,13443,0.072152,0.063751,0.059744,0.068006,-0.0084012
validation,MIX-blend,5,0.1,0.2,13628,0.14437,0.14118,0.13543,0.14713,-0.0031865
validation,MIX-blend,5,0.2,0.3,8317,0.24395,0.24937,0.24019,0.25878,0.0054178
validation,MIX-blend,5,0.3,0.4,8279,0.35188,0.36272,0.35243,0.37314,0.010844
validation,MIX-blend,5,0.4,0.5,678,0.41124,0.4233,0.38665,0.46082,0.012063
validation,MIX-blend,5,0.5,0.6,9060,0.50664,0.5106,0.5003,0.52088,0.0039537
validation,MIX-blend,5,0.6,0.7,8279,0.64812,0.65237,0.64205,0.66256,0.0042545
validation,MIX-blend,5,0.7,0.8,8317,0.75605,0.75532,0.74596,0.76444,-0.00072858
validation,MIX-blend,5,0.8,0.9,13628,0.85563,0.85566,0.84966,0.86146,3.1221e-05
validation,MIX-blend,5,0.9,0.95,13443,0.92785,0.93565,0.93138,0.93968,0.0078061
validation,MIX-blend,5,0.95,0.98,17788,0.96717,0.97212,0.96959,0.97444,0.0049429
validation,MIX-blend,5,0.98,0.99,12589,0.98548,0.98681,0.98467,0.98866,0.0013319
validation,MIX-blend,5,0.99,1,25862,0.99547,0.9954,0.9945,0.99615,-7.2636e-05
validation,MIX-blend,3,0,0.01,29009,0.0042417,0.0034472,0.0028353,0.0041906,-0.00079452
validation,MIX-blend,3,0.01,0.02,12432,0.014494,0.011744,0.0099953,0.013794,-0.0027502
validation,MIX-blend,3,0.02,0.05,17125,0.032799,0.029197,0.026779,0.031826,-0.0036022
validation,MIX-blend,3,0.05,0.1,12808,0.072161,0.068551,0.064303,0.073058,-0.0036104
validation,MIX-blend,3,0.1,0.2,13024,0.14449,0.14611,0.14015,0.15229,0.0016214
validation,MIX-blend,3,0.2,0.3,7657,0.24287,0.25232,0.24272,0.26217,0.0094505
validation,MIX-blend,3,0.3,0.4,8030,0.34833,0.35965,0.34922,0.37021,0.011318
validation,MIX-blend,3,0.4,0.5,499,0.41102,0.43487,0.39203,0.4787,0.023849
validation,MIX-blend,3,0.5,0.6,8881,0.505,0.50636,0.49596,0.51675,0.0013624
validation,MIX-blend,3,0.6,0.7,8030,0.65167,0.65517,0.6447,0.66549,0.0035018
validation,MIX-blend,3,0.7,0.8,7657,0.75713,0.75944,0.74973,0.76888,0.0023034
validation,MIX-blend,3,0.8,0.9,13024,0.85551,0.8558,0.84967,0.86173,0.0002981
validation,MIX-blend,3,0.9,0.95,12808,0.92784,0.93059,0.92606,0.93486,0.0027516
validation,MIX-blend,3,0.95,0.98,17125,0.9672,0.96969,0.96702,0.97216,0.0024927
validation,MIX-blend,3,0.98,0.99,12432,0.98551,0.98745,0.98534,0.98926,0.0019459
validation,MIX-blend,3,0.99,1,29009,0.99576,0.99597,0.99517,0.99663,0.0002085
validation,MIX-blend,2,0,0.01,29140,0.0043577,0.0036719,0.0030399,0.0044348,-0.00068578
validation,MIX-blend,2,0.01,0.02,12845,0.014503,0.011911,0.010176,0.013939,-0.0025922
validation,MIX-blend,2,0.02,0.05,17376,0.032752,0.031595,0.029096,0.034301,-0.001157
validation,MIX-blend,2,0.05,0.1,12875,0.072051,0.072,0.067662,0.076594,-5.1055e-05
validation,MIX-blend,2,0.1,0.2,12914,0.1445,0.1472,0.1412,0.15342,0.0027063
validation,MIX-blend,2,0.2,0.3,7289,0.24253,0.25065,0.24084,0.26073,0.0081198
validation,MIX-blend,2,0.3,0.4,7759,0.34533,0.34682,0.33631,0.35749,0.0014913
validation,MIX-blend,2,0.4,0.5,386,0.40988,0.44301,0.39425,0.49288,0.033121
validation,MIX-blend,2,0.5,0.6,8768,0.50397,0.50456,0.4941,0.51502,0.0005948
validation,MIX-blend,2,0.6,0.7,7759,0.65467,0.65485,0.6442,0.66535,0.00018417
validation,MIX-blend,2,0.7,0.8,7289,0.75747,0.7525,0.74247,0.76228,-0.0049644
validation,MIX-blend,2,0.8,0.9,12914,0.8555,0.85535,0.84918,0.86131,-0.00015097
validation,MIX-blend,2,0.9,0.95,12875,0.92795,0.93188,0.9274,0.93611,0.0039345
validation,MIX-blend,2,0.95,0.98,17376,0.96725,0.96996,0.96731,0.97239,0.0027109
validation,MIX-blend,2,0.98,0.99,12845,0.9855,0.98544,0.98322,0.98737,-5.4793e-05
validation,MIX-blend,2,0.99,1,29140,0.99564,0.99516,0.9943,0.9959,-0.000481
validation,EMP-blend,60,0,0.01,10029,0.0068181,0.0077774,0.0062367,0.0096951,0.00095935
validation,EMP-blend,60,0.01,0.02,16375,0.014563,0.011847,0.010301,0.013623,-0.0027158
