period,model,tau_min,z,side,n_hours,freq,freq_lo,freq_hi,model_p
test,T-blend,20,1.5,up,15005,0.051583,0.048005,0.055172,0.054945
test,T-blend,20,1.5,down,15005,0.051583,0.048073,0.055663,0.054945
test,T-blend,20,1.5,pooled,15005,0.051583,0.04923,0.054164,0.054945
test,T-blend,20,2,up,15005,0.022859,0.020444,0.025467,0.024575
test,T-blend,20,2,down,15005,0.022992,0.020528,0.025602,0.024575
test,T-blend,20,2,pooled,15005,0.022926,0.021278,0.024767,0.024575
test,T-blend,20,2.5,up,15005,0.011529,0.0098868,0.013246,0.01165
test,T-blend,20,2.5,down,15005,0.011596,0.009835,0.013459,0.01165
test,T-blend,20,2.5,pooled,15005,0.011563,0.010339,0.01287,0.01165
test,T-blend,20,3,up,15005,0.0064645,0.0053279,0.007663,0.0059058
test,T-blend,20,3,down,15005,0.0052649,0.0040715,0.0064517,0.0059058
test,T-blend,20,3,pooled,15005,0.0058647,0.0050724,0.00676,0.0059058
test,T-blend,20,3.5,up,15005,0.0033989,0.0025211,0.0043394,0.0031925
test,T-blend,20,3.5,down,15005,0.002999,0.0021291,0.0039308,0.0031925
test,T-blend,20,3.5,pooled,15005,0.0031989,0.002529,0.0038974,0.0031925
test,T-blend,15,1,up,15005,0.12269,0.11771,0.12811,0.1302
test,T-blend,15,1,down,15005,0.12509,0.11975,0.13047,0.1302
test,T-blend,15,1,pooled,15005,0.12389,0.12052,0.12743,0.1302
test,T-blend,15,1.5,up,15005,0.051116,0.047546,0.054875,0.056701
test,T-blend,15,1.5,down,15005,0.05005,0.046192,0.054453,0.056701
test,T-blend,15,1.5,pooled,15005,0.050583,0.047961,0.053262,0.056701
test,T-blend,15,2,up,15005,0.022792,0.02039,0.025398,0.02478
test,T-blend,15,2,down,15005,0.021326,0.018899,0.023901,0.02478
test,T-blend,15,2,pooled,15005,0.022059,0.020353,0.023869,0.02478
test,T-blend,15,2.5,up,15005,0.01113,0.0095146,0.012733,0.011324
test,T-blend,15,2.5,down,15005,0.010663,0.0091142,0.012517,0.011324
test,T-blend,15,2.5,pooled,15005,0.010896,0.009751,0.012213,0.011324
test,T-blend,15,3,up,15005,0.0060646,0.0048606,0.0073367,0.0054954
test,T-blend,15,3,down,15005,0.0057981,0.0046719,0.0070631,0.0054954
test,T-blend,15,3,pooled,15005,0.0059314,0.005061,0.0068297,0.0054954
test,T-blend,15,3.5,up,15005,0.0031323,0.0022671,0.0039976,0.0028374
test,T-blend,15,3.5,down,15005,0.0026658,0.0018689,0.0035348,0.0028374
test,T-blend,15,3.5,pooled,15005,0.002899,0.0023307,0.0035004,0.0028374
test,T-blend,10,1,up,15005,0.12076,0.11555,0.12667,0.13016
test,T-blend,10,1,down,15005,0.12283,0.11806,0.12804,0.13016
test,T-blend,10,1,pooled,15005,0.12179,0.11838,0.12528,0.13016
test,T-blend,10,1.5,up,15005,0.052116,0.04838,0.056282,0.056687
test,T-blend,10,1.5,down,15005,0.048917,0.045677,0.052488,0.056687
test,T-blend,10,1.5,pooled,15005,0.050516,0.048097,0.053282,0.056687
test,T-blend,10,2,up,15005,0.023326,0.020946,0.026024,0.024788
test,T-blend,10,2,down,15005,0.02046,0.018248,0.022714,0.024788
test,T-blend,10,2,pooled,15005,0.021893,0.020281,0.023624,0.024788
test,T-blend,10,2.5,up,15005,0.01053,0.0089236,0.01214,0.011337
test,T-blend,10,2.5,down,15005,0.0097967,0.0082676,0.01133,0.011337
test,T-blend,10,2.5,pooled,15005,0.010163,0.0090351,0.01123,0.011337
test,T-blend,10,3,up,15005,0.0055315,0.0044537,0.0067347,0.0055063
test,T-blend,10,3,down,15005,0.0049317,0.003871,0.006006,0.0055063
test,T-blend,10,3,pooled,15005,0.0052316,0.0044625,0.0060315,0.0055063
test,T-blend,10,3.5,up,15005,0.0029324,0.0020657,0.0037918,0.0028445
test,T-blend,10,3.5,down,15005,0.0026658,0.0018639,0.0035291,0.0028445
test,T-blend,10,3.5,pooled,15005,0.0027991,0.0021995,0.0033958,0.0028445
test,T-blend,5,1,up,15005,0.11576,0.11093,0.12158,0.12799
test,T-blend,5,1,down,15005,0.12276,0.11749,0.1285,0.12799
test,T-blend,5,1,pooled,15005,0.11926,0.11587,0.1231,0.12799
test,T-blend,5,1.5,up,15005,0.049783,0.046516,0.053312,0.055835
test,T-blend,5,1.5,down,15005,0.050317,0.047023,0.053619,0.055835
test,T-blend,5,1.5,pooled,15005,0.05005,0.047738,0.052404,0.055835
test,T-blend,5,2,up,15005,0.023192,0.020909,0.025529,0.024703
test,T-blend,5,2,down,15005,0.021393,0.019235,0.023705,0.024703
test,T-blend,5,2,pooled,15005,0.022293,0.020555,0.023929,0.024703
test,T-blend,5,2.5,up,15005,0.010663,0.0091801,0.012323,0.011512
test,T-blend,5,2.5,down,15005,0.0093302,0.0078624,0.010881,0.011512
test,T-blend,5,2.5,pooled,15005,0.0099967,0.0088463,0.011139,0.011512
test,T-blend,5,3,up,15005,0.0055315,0.0044009,0.0067169,0.0057175
test,T-blend,5,3,down,15005,0.0052649,0.004069,0.0064539,0.0057175
test,T-blend,5,3,pooled,15005,0.0053982,0.0045348,0.0062951,0.0057175
test,T-blend,5,3.5,up,15005,0.0025991,0.0018611,0.0034027,0.0030239
test,T-blend,5,3.5,down,15005,0.0023326,0.0016004,0.0031361,0.0030239
test,T-blend,5,3.5,pooled,15005,0.0024658,0.0019016,0.0030005,0.0030239
test,T-blend,3,1,up,15005,0.11723,0.11215,0.12251,0.12403
test,T-blend,3,1,down,15005,0.11869,0.11341,0.12405,0.12403
test,T-blend,3,1,pooled,15005,0.11796,0.11475,0.12143,0.12403
test,T-blend,3,1.5,up,15005,0.048451,0.044963,0.051973,0.054239
test,T-blend,3,1.5,down,15005,0.051316,0.047695,0.05502,0.054239
test,T-blend,3,1.5,pooled,15005,0.049883,0.047587,0.052365,0.054239
test,T-blend,3,2,up,15005,0.020993,0.018612,0.023477,0.024439
test,T-blend,3,2,down,15005,0.023459,0.020998,0.025831,0.024439
test,T-blend,3,2,pooled,15005,0.022226,0.020467,0.024061,0.024439
test,T-blend,3,2.5,up,15005,0.0097301,0.0082683,0.011323,0.011722
test,T-blend,3,2.5,down,15005,0.010863,0.0091932,0.012465,0.011722
test,T-blend,3,2.5,pooled,15005,0.010297,0.0091486,0.01141,0.011722
test,T-blend,3,3,up,15005,0.0060646,0.0049281,0.0072749,0.0060258
test,T-blend,3,3,down,15005,0.0049317,0.0038694,0.0060594,0.0060258
test,T-blend,3,3,pooled,15005,0.0054982,0.0047182,0.0063093,0.0060258
test,T-blend,3,3.5,up,15005,0.0040653,0.0030662,0.0051303,0.0033072
test,T-blend,3,3.5,down,15005,0.0025991,0.001799,0.0034609,0.0033072
test,T-blend,3,3.5,pooled,15005,0.0033322,0.0026741,0.0040332,0.0033072
test,T-blend,2,1,up,15005,0.11589,0.11088,0.12099,0.12056
test,T-blend,2,1,down,15005,0.11436,0.10903,0.1201,0.12056
test,T-blend,2,1,pooled,15005,0.11513,0.1115,0.11883,0.12056
test,T-blend,2,1.5,up,15005,0.04925,0.045527,0.052741,0.052832
test,T-blend,2,1.5,down,15005,0.05105,0.047627,0.054804,0.052832
test,T-blend,2,1.5,pooled,15005,0.05015,0.047666,0.052721,0.052832
test,T-blend,2,2,up,15005,0.021393,0.019006,0.023731,0.024185
test,T-blend,2,2,down,15005,0.024459,0.021936,0.027137,0.024185
test,T-blend,2,2,pooled,15005,0.022926,0.021284,0.024676,0.024185
test,T-blend,2,2.5,up,15005,0.01013,0.0084683,0.011871,0.011881
test,T-blend,2,2.5,down,15005,0.011463,0.0099155,0.013235,0.011881
test,T-blend,2,2.5,pooled,15005,0.010796,0.0095824,0.012099,0.011881
test,T-blend,2,3,up,15005,0.0054648,0.0044571,0.0066667,0.0062783
test,T-blend,2,3,down,15005,0.0058647,0.0047295,0.0071211,0.0062783
test,T-blend,2,3,pooled,15005,0.0056648,0.0048653,0.0065645,0.0062783
test,T-blend,2,3.5,up,15005,0.0031323,0.0022659,0.0041322,0.0035443
test,T-blend,2,3.5,down,15005,0.0023326,0.001599,0.0031395,0.0035443
test,T-blend,2,3.5,pooled,15005,0.0027324,0.0021603,0.003364,0.0035443
test,MIX-blend,60,1,up,15005,0.11823,0.11271,0.12347,0.12735
test,MIX-blend,60,1,down,15005,0.12003,0.11459,0.12525,0.12735
test,MIX-blend,60,1,pooled,15005,0.11913,0.11537,0.12262,0.12735
test,MIX-blend,60,1.5,up,15005,0.050583,0.047011,0.054201,0.058259
test,MIX-blend,60,1.5,down,15005,0.053116,0.049596,0.056766,0.058259
test,MIX-blend,60,1.5,pooled,15005,0.051849,0.049465,0.054453,0.058259
test,MIX-blend,60,2,up,15005,0.021859,0.019434,0.024389,0.026821
test,MIX-blend,60,2,down,15005,0.023592,0.021097,0.026157,0.026821
test,MIX-blend,60,2,pooled,15005,0.022726,0.021096,0.024372,0.026821
test,MIX-blend,60,2.5,up,15005,0.011463,0.0097376,0.013262,0.012623
test,MIX-blend,60,2.5,down,15005,0.012263,0.010544,0.014044,0.012623
test,MIX-blend,60,2.5,pooled,15005,0.011863,0.010675,0.013063,0.012623
test,MIX-blend,60,3,up,15005,0.0067311,0.0054601,0.0081318,0.0061079
test,MIX-blend,60,3,down,15005,0.0067977,0.0055245,0.0081935,0.0061079
test,MIX-blend,60,3,pooled,15005,0.0067644,0.0058335,0.0077762,0.0061079
test,MIX-blend,60,3.5,up,15005,0.004132,0.0031323,0.0051931,0.0030418
test,MIX-blend,60,3.5,down,15005,0.0043985,0.0033856,0.0054773,0.0030418
test,MIX-blend,60,3.5,pooled,15005,0.0042652,0.0035555,0.0049967,0.0030418
test,MIX-blend,45,1,up,15005,0.11463,0.10983,0.11966,0.12828
test,MIX-blend,45,1,down,15005,0.12449,0.11891,0.1296,0.12828
test,MIX-blend,45,1,pooled,15005,0.11956,0.1161,0.12287,0.12828
test,MIX-blend,45,1.5,up,15005,0.049317,0.046189,0.052642,0.05852
test,MIX-blend,45,1.5,down,15005,0.053249,0.049246,0.057536,0.05852
test,MIX-blend,45,1.5,pooled,15005,0.051283,0.04891,0.053832,0.05852
test,MIX-blend,45,2,up,15005,0.022393,0.019894,0.02495,0.026775
test,MIX-blend,45,2,down,15005,0.022992,0.020771,0.025503,0.026775
test,MIX-blend,45,2,pooled,15005,0.022692,0.021121,0.024419,0.026775
test,MIX-blend,45,2.5,up,15005,0.011796,0.010051,0.013636,0.012496
test,MIX-blend,45,2.5,down,15005,0.011729,0.010048,0.013422,0.012496
test,MIX-blend,45,2.5,pooled,15005,0.011763,0.010623,0.012927,0.012496
test,MIX-blend,45,3,up,15005,0.0058647,0.0046732,0.0071354,0.0059865
test,MIX-blend,45,3,down,15005,0.0065978,0.0054568,0.007921,0.0059865
test,MIX-blend,45,3,pooled,15005,0.0062313,0.0053961,0.0071189,0.0059865
test,MIX-blend,45,3.5,up,15005,0.0033989,0.0024583,0.0044625,0.0029492
test,MIX-blend,45,3.5,down,15005,0.0037321,0.0027985,0.0047981,0.0029492
test,MIX-blend,45,3.5,pooled,15005,0.0035655,0.0029032,0.0042975,0.0029492
test,MIX-blend,30,1,up,15005,0.12269,0.11753,0.12769,0.13177
test,MIX-blend,30,1,down,15005,0.12476,0.11879,0.13056,0.13177
test,MIX-blend,30,1,pooled,15005,0.12373,0.11999,0.12713,0.13177
test,MIX-blend,30,1.5,up,15005,0.050383,0.046899,0.054125,0.05948
test,MIX-blend,30,1.5,down,15005,0.054582,0.050532,0.058683,0.05948
test,MIX-blend,30,1.5,pooled,15005,0.052483,0.04981,0.055179,0.05948
test,MIX-blend,30,2,up,15005,0.023392,0.020896,0.025767,0.026542
test,MIX-blend,30,2,down,15005,0.024192,0.021935,0.026942,0.026542
test,MIX-blend,30,2,pooled,15005,0.023792,0.022105,0.025569,0.026542
test,MIX-blend,30,2.5,up,15005,0.012063,0.010397,0.013843,0.011968
test,MIX-blend,30,2.5,down,15005,0.011529,0.0098811,0.013306,0.011968
test,MIX-blend,30,2.5,pooled,15005,0.011796,0.010647,0.012953,0.011968
test,MIX-blend,30,3,up,15005,0.0062646,0.0050553,0.0075475,0.0055085
test,MIX-blend,30,3,down,15005,0.0057314,0.0046003,0.0070107,0.0055085
test,MIX-blend,30,3,pooled,15005,0.005998,0.0051867,0.006893,0.0055085
test,MIX-blend,30,3.5,up,15005,0.0033989,0.0025321,0.0042701,0.0025996
test,MIX-blend,30,3.5,down,15005,0.0033322,0.0024663,0.004393,0.0025996
test,MIX-blend,30,3.5,pooled,15005,0.0033655,0.0027627,0.0040377,0.0025996
test,MIX-blend,20,1,up,15005,0.12389,0.11829,0.12921,0.12897
test,MIX-blend,20,1,down,15005,0.12203,0.11613,0.12787,0.12897
test,MIX-blend,20,1,pooled,15005,0.12296,0.11922,0.12653,0.12897
test,MIX-blend,20,1.5,up,15005,0.051716,0.048136,0.055316,0.058711
test,MIX-blend,20,1.5,down,15005,0.051716,0.048168,0.055786,0.058711
test,MIX-blend,20,1.5,pooled,15005,0.051716,0.049364,0.054279,0.058711
test,MIX-blend,20,2,up,15005,0.022859,0.020444,0.025467,0.026727
test,MIX-blend,20,2,down,15005,0.023126,0.020666,0.025694,0.026727
test,MIX-blend,20,2,pooled,15005,0.022992,0.021344,0.024805,0.026727
test,MIX-blend,20,2.5,up,15005,0.011596,0.0099416,0.013277,0.012389
test,MIX-blend,20,2.5,down,15005,0.011663,0.0098679,0.013505,0.012389
test,MIX-blend,20,2.5,pooled,15005,0.011629,0.010419,0.012967,0.012389
test,MIX-blend,20,3,up,15005,0.0064645,0.0053279,0.007663,0.0058904
test,MIX-blend,20,3,down,15005,0.0053316,0.0041383,0.0064812,0.0058904
test,MIX-blend,20,3,pooled,15005,0.005898,0.005079,0.0067713,0.0058904
test,MIX-blend,20,3.5,up,15005,0.0033989,0.0025211,0.0043394,0.002879
test,MIX-blend,20,3.5,down,15005,0.002999,0.0021291,0.0039308,0.002879
test,MIX-blend,20,3.5,pooled,15005,0.0031989,0.002529,0.0038974,0.002879
test,MIX-blend,15,1,up,15005,0.12136,0.11613,0.12687,0.13273
test,MIX-blend,15,1,down,15005,0.12469,0.1193,0.12994,0.13273
test,MIX-blend,15,1,pooled,15005,0.12303,0.11956,0.1265,0.13273
test,MIX-blend,15,1.5,up,15005,0.050716,0.047127,0.054471,0.059742
test,MIX-blend,15,1.5,down,15005,0.04965,0.045927,0.054121,0.059742
test,MIX-blend,15,1.5,pooled,15005,0.050183,0.047576,0.052911,0.059742
test,MIX-blend,15,2,up,15005,0.022393,0.020005,0.025062,0.026463
test,MIX-blend,15,2,down,15005,0.021193,0.018749,0.023811,0.026463
test,MIX-blend,15,2,pooled,15005,0.021793,0.020105,0.023564,0.026463
test,MIX-blend,15,2.5,up,15005,0.01093,0.0093441,0.012519,0.01181
test,MIX-blend,15,2.5,down,15005,0.010463,0.0089379,0.012269,0.01181
test,MIX-blend,15,2.5,pooled,15005,0.010696,0.0095658,0.011958,0.01181
test,MIX-blend,15,3,up,15005,0.005998,0.0047968,0.0072606,0.0053714
test,MIX-blend,15,3,down,15005,0.0055981,0.0045242,0.0067978,0.0053714
test,MIX-blend,15,3,pooled,15005,0.0057981,0.0049373,0.0066926,0.0053714
test,MIX-blend,15,3.5,up,15005,0.0031323,0.0022671,0.0039976,0.002503
test,MIX-blend,15,3.5,down,15005,0.0026658,0.0018689,0.0035348,0.002503
test,MIX-blend,15,3.5,pooled,15005,0.002899,0.0023307,0.0035004,0.002503
test,MIX-blend,10,1,up,15005,0.12063,0.11533,0.12642,0.13233
test,MIX-blend,10,1,down,15005,0.12276,0.11798,0.12797,0.13233
test,MIX-blend,10,1,pooled,15005,0.12169,0.11826,0.12515,0.13233
test,MIX-blend,10,1.5,up,15005,0.052116,0.04838,0.056282,0.059636
test,MIX-blend,10,1.5,down,15005,0.048784,0.045454,0.052418,0.059636
test,MIX-blend,10,1.5,pooled,15005,0.05045,0.048025,0.053175,0.059636
test,MIX-blend,10,2,up,15005,0.023192,0.020804,0.02588,0.026505
test,MIX-blend,10,2,down,15005,0.02046,0.018181,0.022653,0.026505
test,MIX-blend,10,2,pooled,15005,0.021826,0.020219,0.023539,0.026505
test,MIX-blend,10,2.5,up,15005,0.01053,0.0089236,0.01214,0.011883
test,MIX-blend,10,2.5,down,15005,0.0097967,0.0082676,0.01133,0.011883
test,MIX-blend,10,2.5,pooled,15005,0.010163,0.0090351,0.01123,0.011883
test,MIX-blend,10,3,up,15005,0.0055315,0.0044662,0.006728,0.0054315
test,MIX-blend,10,3,down,15005,0.0049317,0.003871,0.006006,0.0054315
test,MIX-blend,10,3,pooled,15005,0.0052316,0.0044339,0.0060606,0.0054315
test,MIX-blend,10,3.5,up,15005,0.0029324,0.0020657,0.0037918,0.0025429
test,MIX-blend,10,3.5,down,15005,0.0026658,0.0018639,0.0035291,0.0025429
test,MIX-blend,10,3.5,pooled,15005,0.0027991,0.0021995,0.0033958,0.0025429
test,MIX-blend,5,1,up,15005,0.11569,0.11093,0.12152,0.1301
test,MIX-blend,5,1,down,15005,0.12243,0.1171,0.12825,0.1301
test,MIX-blend,5,1,pooled,15005,0.11906,0.11565,0.12285,0.1301
test,MIX-blend,5,1.5,up,15005,0.049783,0.04653,0.053308,0.059023
test,MIX-blend,5,1.5,down,15005,0.050317,0.04699,0.053775,0.059023
test,MIX-blend,5,1.5,pooled,15005,0.05005,0.047725,0.052415,0.059023
test,MIX-blend,5,2,up,15005,0.023192,0.020909,0.025529,0.026662
test,MIX-blend,5,2,down,15005,0.021326,0.019149,0.023593,0.026662
test,MIX-blend,5,2,pooled,15005,0.022259,0.020522,0.023894,0.026662
test,MIX-blend,5,2.5,up,15005,0.010596,0.0090646,0.012307,0.012227
test,MIX-blend,5,2.5,down,15005,0.0093969,0.0078873,0.010983,0.012227
test,MIX-blend,5,2.5,pooled,15005,0.0099967,0.0088565,0.011144,0.012227
test,MIX-blend,5,3,up,15005,0.0054648,0.0043916,0.0065374,0.0057401
test,MIX-blend,5,3,down,15005,0.0052649,0.004069,0.0064539,0.0057401
test,MIX-blend,5,3,pooled,15005,0.0053649,0.004525,0.006243,0.0057401
test,MIX-blend,5,3.5,up,15005,0.0025991,0.0018611,0.0034027,0.0027667
test,MIX-blend,5,3.5,down,15005,0.0023326,0.0016004,0.0031361,0.0027667
test,MIX-blend,5,3.5,pooled,15005,0.0024658,0.0019016,0.0030005,0.0027667
test,MIX-blend,3,1,up,15005,0.11789,0.11276,0.12306,0.12654
test,MIX-blend,3,1,down,15005,0.11923,0.11396,0.12474,0.12654
test,MIX-blend,3,1,pooled,15005,0.11856,0.11529,0.12207,0.12654
test,MIX-blend,3,1.5,up,15005,0.04885,0.045476,0.05231,0.05802
test,MIX-blend,3,1.5,down,15005,0.051649,0.048094,0.055254,0.05802
test,MIX-blend,3,1.5,pooled,15005,0.05025,0.04799,0.052714,0.05802
test,MIX-blend,3,2,up,15005,0.021193,0.018745,0.023692,0.026836
test,MIX-blend,3,2,down,15005,0.023725,0.02133,0.026141,0.026836
test,MIX-blend,3,2,pooled,15005,0.022459,0.020714,0.02428,0.026836
test,MIX-blend,3,2.5,up,15005,0.0097967,0.0082722,0.011392,0.012714
test,MIX-blend,3,2.5,down,15005,0.01113,0.0094019,0.012744,0.012714
test,MIX-blend,3,2.5,pooled,15005,0.010463,0.0093538,0.011579,0.012714
test,MIX-blend,3,3,up,15005,0.0061313,0.00493,0.0073752,0.0062035
test,MIX-blend,3,3,down,15005,0.0049983,0.003932,0.006124,0.0062035
test,MIX-blend,3,3,pooled,15005,0.0055648,0.0047634,0.0064052,0.0062035
test,MIX-blend,3,3.5,up,15005,0.0040653,0.0030662,0.0051303,0.0031206
test,MIX-blend,3,3.5,down,15005,0.0026658,0.001866,0.0034685,0.0031206
test,MIX-blend,3,3.5,pooled,15005,0.0033655,0.0027337,0.0040732,0.0031206
test,MIX-blend,2,1,up,15005,0.11623,0.11116,0.1213,0.1232
test,MIX-blend,2,1,down,15005,0.11476,0.10939,0.12056,0.1232
test,MIX-blend,2,1,pooled,15005,0.11549,0.11179,0.11906,0.1232
test,MIX-blend,2,1.5,up,15005,0.049917,0.046104,0.05336,0.05706
test,MIX-blend,2,1.5,down,15005,0.051316,0.047873,0.055108,0.05706
test,MIX-blend,2,1.5,pooled,15005,0.050616,0.048232,0.053144,0.05706
test,MIX-blend,2,2,up,15005,0.021659,0.019254,0.023986,0.026964
test,MIX-blend,2,2,down,15005,0.024592,0.022134,0.027203,0.026964
test,MIX-blend,2,2,pooled,15005,0.023126,0.021432,0.024889,0.026964
test,MIX-blend,2,2.5,up,15005,0.01013,0.0084683,0.011871,0.013143
test,MIX-blend,2,2.5,down,15005,0.011729,0.01012,0.01353,0.013143
test,MIX-blend,2,2.5,pooled,15005,0.01093,0.0097019,0.012198,0.013143
test,MIX-blend,2,3,up,15005,0.0054648,0.0044571,0.0066667,0.0066248
test,MIX-blend,2,3,down,15005,0.005998,0.0048104,0.007259,0.0066248
test,MIX-blend,2,3,pooled,15005,0.0057314,0.0049048,0.0066325,0.0066248
test,MIX-blend,2,3.5,up,15005,0.0031323,0.0022659,0.0041322,0.0034505
test,MIX-blend,2,3.5,down,15005,0.0023992,0.0016027,0.0032054,0.0034505
test,MIX-blend,2,3.5,pooled,15005,0.0027657,0.0021987,0.0033957,0.0034505
test,EMP-blend,60,1,up,15005,0.11769,0.11232,0.12271,0.12395
test,EMP-blend,60,1,down,15005,0.11983,0.11437,0.12502,0.12395
test,EMP-blend,60,1,pooled,15005,0.11876,0.11508,0.12226,0.12395
test,EMP-blend,60,1.5,up,15005,0.050383,0.046858,0.05411,0.050853
test,EMP-blend,60,1.5,down,15005,0.052916,0.049343,0.056517,0.050853
test,EMP-blend,60,1.5,pooled,15005,0.051649,0.049234,0.05422,0.050853
test,EMP-blend,60,2,up,15005,0.021859,0.019434,0.024389,0.02256
test,EMP-blend,60,2,down,15005,0.023392,0.02089,0.026009,0.02256
test,EMP-blend,60,2,pooled,15005,0.022626,0.020997,0.024287,0.02256
test,EMP-blend,60,2.5,up,15005,0.011463,0.0097376,0.013262,0.011378
test,EMP-blend,60,2.5,down,15005,0.011863,0.010205,0.013596,0.011378
test,EMP-blend,60,2.5,pooled,15005,0.011663,0.010468,0.012833,0.011378
test,EMP-blend,60,3,up,15005,0.0067311,0.0054601,0.0081318,0.0065783
test,EMP-blend,60,3,down,15005,0.0066644,0.0053264,0.0081225,0.0065783
test,EMP-blend,60,3,pooled,15005,0.0066978,0.0057574,0.0076797,0.0065783
test,EMP-blend,60,3.5,up,15005,0.004132,0.0031323,0.0051931,0.0039034
test,EMP-blend,60,3.5,down,15005,0.0043985,0.0033856,0.0054773,0.0039034
test,EMP-blend,60,3.5,pooled,15005,0.0042652,0.0035555,0.0049967,0.0039034
test,EMP-blend,45,1,up,15005,0.11376,0.10896,0.1188,0.12234
test,EMP-blend,45,1,down,15005,0.12363,0.11808,0.12886,0.12234
test,EMP-blend,45,1,pooled,15005,0.11869,0.1152,0.1221,0.12234
test,EMP-blend,45,1.5,up,15005,0.048917,0.045737,0.0524,0.049485
test,EMP-blend,45,1.5,down,15005,0.052849,0.048875,0.057055,0.049485
test,EMP-blend,45,1.5,pooled,15005,0.050883,0.048526,0.05349,0.049485
test,EMP-blend,45,2,up,15005,0.022326,0.019775,0.024902,0.022179
test,EMP-blend,45,2,down,15005,0.022726,0.020464,0.025236,0.022179
test,EMP-blend,45,2,pooled,15005,0.022526,0.020943,0.024279,0.022179
test,EMP-blend,45,2.5,up,15005,0.011529,0.0097897,0.013345,0.011317
test,EMP-blend,45,2.5,down,15005,0.011729,0.010048,0.013422,0.011317
test,EMP-blend,45,2.5,pooled,15005,0.011629,0.010505,0.012787,0.011317
test,EMP-blend,45,3,up,15005,0.0057981,0.0046005,0.0070029,0.0060844
test,EMP-blend,45,3,down,15005,0.0065312,0.0053305,0.0078006,0.0060844
test,EMP-blend,45,3,pooled,15005,0.0061646,0.0053512,0.0070292,0.0060844
test,EMP-blend,45,3.5,up,15005,0.0033989,0.0024583,0.0044625,0.0039272
test,EMP-blend,45,3.5,down,15005,0.0036654,0.0027311,0.0047299,0.0039272
test,EMP-blend,45,3.5,pooled,15005,0.0035322,0.0028986,0.0042665,0.0039272
test,EMP-blend,30,1,up,15005,0.12203,0.11688,0.12712,0.12477
test,EMP-blend,30,1,down,15005,0.12403,0.11815,0.12988,0.12477
test,EMP-blend,30,1,pooled,15005,0.12303,0.11941,0.12643,0.12477
test,EMP-blend,30,1.5,up,15005,0.049983,0.046522,0.053726,0.050361
test,EMP-blend,30,1.5,down,15005,0.054249,0.050264,0.058287,0.050361
test,EMP-blend,30,1.5,pooled,15005,0.052116,0.04953,0.054793,0.050361
test,EMP-blend,30,2,up,15005,0.023192,0.020725,0.02552,0.02318
test,EMP-blend,30,2,down,15005,0.023859,0.021589,0.026543,0.02318
test,EMP-blend,30,2,pooled,15005,0.023525,0.02182,0.02525,0.02318
test,EMP-blend,30,2.5,up,15005,0.011929,0.01026,0.013664,0.012021
test,EMP-blend,30,2.5,down,15005,0.011463,0.0097907,0.01324,0.012021
test,EMP-blend,30,2.5,pooled,15005,0.011696,0.010558,0.012871,0.012021
test,EMP-blend,30,3,up,15005,0.0061979,0.0049407,0.0074703,0.0061625
test,EMP-blend,30,3,down,15005,0.0056648,0.0045336,0.0069287,0.0061625
test,EMP-blend,30,3,pooled,15005,0.0059314,0.005122,0.0067982,0.0061625
test,EMP-blend,30,3.5,up,15005,0.0033989,0.0025321,0.0042701,0.003297
test,EMP-blend,30,3.5,down,15005,0.0033322,0.0024663,0.004393,0.003297
test,EMP-blend,30,3.5,pooled,15005,0.0033655,0.0027627,0.0040377,0.003297
test,EMP-blend,20,1,up,15005,0.12336,0.11787,0.12863,0.12685
test,EMP-blend,20,1,down,15005,0.12103,0.11538,0.12691,0.12685
test,EMP-blend,20,1,pooled,15005,0.12219,0.11834,0.12581,0.12685
test,EMP-blend,20,1.5,up,15005,0.051383,0.047879,0.054973,0.053553
test,EMP-blend,20,1.5,down,15005,0.051383,0.047951,0.055453,0.053553
test,EMP-blend,20,1.5,pooled,15005,0.051383,0.049046,0.053964,0.053553
test,EMP-blend,20,2,up,15005,0.022726,0.020251,0.025357,0.023728
test,EMP-blend,20,2,down,15005,0.022926,0.020461,0.025513,0.023728
test,EMP-blend,20,2,pooled,15005,0.022826,0.02117,0.024672,0.023728
test,EMP-blend,20,2.5,up,15005,0.011529,0.0098868,0.013246,0.012178
test,EMP-blend,20,2.5,down,15005,0.011529,0.0097873,0.013365,0.012178
test,EMP-blend,20,2.5,pooled,15005,0.011529,0.010305,0.012771,0.012178
test,EMP-blend,20,3,up,15005,0.0064645,0.0053279,0.007663,0.0065447
test,EMP-blend,20,3,down,15005,0.0052649,0.0040715,0.0064517,0.0065447
test,EMP-blend,20,3,pooled,15005,0.0058647,0.0050724,0.00676,0.0065447
test,EMP-blend,20,3.5,up,15005,0.0033989,0.0025211,0.0043394,0.0035657
test,EMP-blend,20,3.5,down,15005,0.002999,0.0021291,0.0039308,0.0035657
test,EMP-blend,20,3.5,pooled,15005,0.0031989,0.002529,0.0038974,0.0035657
test,EMP-blend,15,1,up,15005,0.12096,0.11566,0.12641,0.1283
test,EMP-blend,15,1,down,15005,0.12416,0.11876,0.1294,0.1283
test,EMP-blend,15,1,pooled,15005,0.12256,0.1192,0.12611,0.1283
test,EMP-blend,15,1.5,up,15005,0.049983,0.046475,0.0537,0.052008
test,EMP-blend,15,1.5,down,15005,0.049317,0.045542,0.053784,0.052008
test,EMP-blend,15,1.5,pooled,15005,0.04965,0.047088,0.05234,0.052008
