period,model,tau_min,z,side,n_hours,freq,freq_lo,freq_hi,model_p
test,EMP-blend,15,2,up,15005,0.022193,0.019805,0.024805,0.022608
test,EMP-blend,15,2,down,15005,0.02106,0.018602,0.023695,0.022608
test,EMP-blend,15,2,pooled,15005,0.021626,0.019964,0.023367,0.022608
test,EMP-blend,15,2.5,up,15005,0.010863,0.009266,0.012473,0.011262
test,EMP-blend,15,2.5,down,15005,0.010397,0.0088866,0.012203,0.011262
test,EMP-blend,15,2.5,pooled,15005,0.01063,0.0095031,0.01191,0.011262
test,EMP-blend,15,3,up,15005,0.0059314,0.0047377,0.0071939,0.0063506
test,EMP-blend,15,3,down,15005,0.0055981,0.0045242,0.0067978,0.0063506
test,EMP-blend,15,3,pooled,15005,0.0057647,0.0049281,0.006657,0.0063506
test,EMP-blend,15,3.5,up,15005,0.0030656,0.002202,0.0039313,0.0035629
test,EMP-blend,15,3.5,down,15005,0.0025991,0.0018648,0.0034651,0.0035629
test,EMP-blend,15,3.5,pooled,15005,0.0028324,0.0022662,0.0034264,0.0035629
test,EMP-blend,10,1,up,15005,0.12049,0.11523,0.12631,0.1311
test,EMP-blend,10,1,down,15005,0.12269,0.11792,0.12785,0.1311
test,EMP-blend,10,1,pooled,15005,0.12159,0.1182,0.12508,0.1311
test,EMP-blend,10,1.5,up,15005,0.052116,0.04838,0.056282,0.055911
test,EMP-blend,10,1.5,down,15005,0.048784,0.045454,0.052418,0.055911
test,EMP-blend,10,1.5,pooled,15005,0.05045,0.048025,0.053175,0.055911
test,EMP-blend,10,2,up,15005,0.023192,0.020804,0.02588,0.024677
test,EMP-blend,10,2,down,15005,0.020327,0.018117,0.022555,0.024677
test,EMP-blend,10,2,pooled,15005,0.021759,0.020152,0.02344,0.024677
test,EMP-blend,10,2.5,up,15005,0.01053,0.0089236,0.01214,0.01136
test,EMP-blend,10,2.5,down,15005,0.0097967,0.0082676,0.01133,0.01136
test,EMP-blend,10,2.5,pooled,15005,0.010163,0.0090351,0.01123,0.01136
test,EMP-blend,10,3,up,15005,0.0054648,0.0044002,0.0066616,0.0052351
test,EMP-blend,10,3,down,15005,0.0049317,0.003871,0.006006,0.0052351
test,EMP-blend,10,3,pooled,15005,0.0051983,0.0044289,0.0060246,0.0052351
test,EMP-blend,10,3.5,up,15005,0.0029324,0.0020657,0.0037918,0.0029371
test,EMP-blend,10,3.5,down,15005,0.0026658,0.0018639,0.0035291,0.0029371
test,EMP-blend,10,3.5,pooled,15005,0.0027991,0.0021995,0.0033958,0.0029371
test,EMP-blend,5,1,up,15005,0.11569,0.11093,0.12152,0.12641
test,EMP-blend,5,1,down,15005,0.12243,0.1171,0.12825,0.12641
test,EMP-blend,5,1,pooled,15005,0.11906,0.11565,0.12285,0.12641
test,EMP-blend,5,1.5,up,15005,0.04965,0.046431,0.053083,0.054807
test,EMP-blend,5,1.5,down,15005,0.05025,0.046887,0.053629,0.054807
test,EMP-blend,5,1.5,pooled,15005,0.04995,0.047652,0.0523,0.054807
test,EMP-blend,5,2,up,15005,0.023192,0.020909,0.025529,0.024101
test,EMP-blend,5,2,down,15005,0.021326,0.019149,0.023593,0.024101
test,EMP-blend,5,2,pooled,15005,0.022259,0.020522,0.023894,0.024101
test,EMP-blend,5,2.5,up,15005,0.01053,0.009051,0.012192,0.011325
test,EMP-blend,5,2.5,down,15005,0.0093302,0.0078624,0.010881,0.011325
test,EMP-blend,5,2.5,pooled,15005,0.00993,0.0088,0.011055,0.011325
test,EMP-blend,5,3,up,15005,0.0054648,0.0043916,0.0065374,0.0056452
test,EMP-blend,5,3,down,15005,0.0052649,0.004069,0.0064539,0.0056452
test,EMP-blend,5,3,pooled,15005,0.0053649,0.004525,0.006243,0.0056452
test,EMP-blend,5,3.5,up,15005,0.0025991,0.0018611,0.0034027,0.0030642
test,EMP-blend,5,3.5,down,15005,0.0023326,0.0016004,0.0031361,0.0030642
test,EMP-blend,5,3.5,pooled,15005,0.0024658,0.0019016,0.0030005,0.0030642
test,EMP-blend,3,1,up,15005,0.11756,0.11242,0.12276,0.12534
test,EMP-blend,3,1,down,15005,0.11896,0.11375,0.12434,0.12534
test,EMP-blend,3,1,pooled,15005,0.11826,0.11501,0.12173,0.12534
test,EMP-blend,3,1.5,up,15005,0.048784,0.0454,0.052278,0.053016
test,EMP-blend,3,1.5,down,15005,0.051516,0.047894,0.0552,0.053016
test,EMP-blend,3,1.5,pooled,15005,0.05015,0.047897,0.052609,0.053016
test,EMP-blend,3,2,up,15005,0.021126,0.018724,0.023627,0.023621
test,EMP-blend,3,2,down,15005,0.023459,0.020998,0.025831,0.023621
test,EMP-blend,3,2,pooled,15005,0.022293,0.020552,0.024114,0.023621
test,EMP-blend,3,2.5,up,15005,0.0097967,0.0082722,0.011392,0.010698
test,EMP-blend,3,2.5,down,15005,0.010996,0.0092759,0.012611,0.010698
test,EMP-blend,3,2.5,pooled,15005,0.010397,0.0092548,0.011494,0.010698
test,EMP-blend,3,3,up,15005,0.0060646,0.0049281,0.0072749,0.0058391
test,EMP-blend,3,3,down,15005,0.0049317,0.0038694,0.0060594,0.0058391
test,EMP-blend,3,3,pooled,15005,0.0054982,0.0047182,0.0063093,0.0058391
test,EMP-blend,3,3.5,up,15005,0.0040653,0.0030662,0.0051303,0.0039311
test,EMP-blend,3,3.5,down,15005,0.0025991,0.001799,0.0034609,0.0039311
test,EMP-blend,3,3.5,pooled,15005,0.0033322,0.0026741,0.0040332,0.0039311
test,EMP-blend,2,1,up,15005,0.11623,0.11116,0.1213,0.12498
test,EMP-blend,2,1,down,15005,0.11476,0.10939,0.12056,0.12498
test,EMP-blend,2,1,pooled,15005,0.11549,0.11179,0.11906,0.12498
test,EMP-blend,2,1.5,up,15005,0.049917,0.046104,0.05336,0.054701
test,EMP-blend,2,1.5,down,15005,0.051316,0.047873,0.055108,0.054701
test,EMP-blend,2,1.5,pooled,15005,0.050616,0.048232,0.053144,0.054701
test,EMP-blend,2,2,up,15005,0.021659,0.019254,0.023986,0.023476
test,EMP-blend,2,2,down,15005,0.024592,0.022134,0.027203,0.023476
test,EMP-blend,2,2,pooled,15005,0.023126,0.021432,0.024889,0.023476
test,EMP-blend,2,2.5,up,15005,0.01013,0.0084683,0.011871,0.010991
test,EMP-blend,2,2.5,down,15005,0.011729,0.01012,0.01353,0.010991
test,EMP-blend,2,2.5,pooled,15005,0.01093,0.0097019,0.012198,0.010991
test,EMP-blend,2,3,up,15005,0.0054648,0.0044571,0.0066667,0.0058919
test,EMP-blend,2,3,down,15005,0.005998,0.0048104,0.007259,0.0058919
test,EMP-blend,2,3,pooled,15005,0.0057314,0.0049048,0.0066325,0.0058919
test,EMP-blend,2,3.5,up,15005,0.0031323,0.0022659,0.0041322,0.0033466
test,EMP-blend,2,3.5,down,15005,0.0023992,0.0016027,0.0032054,0.0033466
test,EMP-blend,2,3.5,pooled,15005,0.0027657,0.0021987,0.0033957,0.0033466
